area,standard,question_type,question,reason,round
MS-ESS2,MS-ESS2-3,applied,"Fossils of Mesosaurus, a small freshwater reptile, are found only in South America and Africa. If Mesosaurus could not survive in saltwater, how does plate tectonics explain this distribution?",fk_grade=9.6_out_of_band,1
MS-ESS2,MS-ESS2-3,applied,"If you were mapping the Atlantic Ocean floor and discovered a long underwater mountain chain running down the middle of the Atlantic, what would that seafloor structure tell you about plate movement?",fk_grade=15.0_out_of_band,1
MS-ESS2,MS-ESS2-3,applied,"If a scientist drills rock samples from the ocean floor and finds that the magnetic patterns in the rocks alternate in mirror-image stripes on both sides of a mid-ocean ridge, how is that evidence of plate motion?",fk_grade=16.1_out_of_band,1
MS-ESS2,MS-ESS2-3,applied,"If you found fossils of tropical ferns in rocks located in present-day Canada, what would you predict about where that part of North America used to be?",fk_grade=12.4_out_of_band,1
MS-ESS2,MS-ESS2-3,applied,"If two continents have the same type of ancient glacial rock scratches and deposits along their coastlines that face each other across an ocean, how would you use that to support the idea of past plate motion?",fk_grade=15.7_out_of_band,1
MS-ESS2,MS-ESS2-4,applied,"After a heavy rainstorm, some water soaks into the ground and some flows into streams. What decides which way the water goes?",fk_grade=4.8_out_of_band,1
MS-ESS2,MS-ESS2-4,applied,"If you put a clear plastic bag filled with a little water and sealed it in a sunny window, what do you predict will happen inside the bag over a few hours?",fk_grade=12.4_out_of_band,1
MS-ESS2,MS-ESS2-4,applied,"If you boil water in a pot and hold a cool lid above the steam, what water cycle process are you recreating?",fk_grade=9.1_out_of_band,1
MS-ESS2,MS-ESS2-5,applied,A weather map shows a warm front approaching your city. Should you pack an umbrella for the next few days? Why?,fk_grade=3.7_out_of_band,1
MS-ESS2,MS-ESS2-5,applied,"If you live near the coast and a moist air mass from the ocean moves inland toward a dry air mass over the land, what kind of weather might the inland towns experience?",fk_grade=12.3_out_of_band,1
MS-ESS2,MS-ESS2-6,applied,"If you live on the western coast of a continent, why would you expect your climate to be milder and wetter than somewhere at the same latitude in the middle of the continent?",fk_grade=13.7_out_of_band,1
MS-ESS2,MS-ESS2-6,applied,"Why do cities near the equator, like Singapore, stay hot all year while cities far from the equator, like Moscow, have very cold winters?",fk_grade=11.0_out_of_band,1
MS-ESS2,MS-ESS2-6,applied,"If warm air rises near the equator and cool air sinks near the poles, what kind of climate would you predict for a desert region located around 30 degrees latitude?",fk_grade=13.0_out_of_band,1
MS-ESS2,MS-ESS2-6,applied,"Why does the city of London, England stay much warmer in winter than other cities at the same latitude in Canada, even though they receive the same amount of sunlight?",fk_grade=13.8_out_of_band,1
MS-ESS2,MS-ESS2-6,applied,"You notice that one side of a mountain range facing the ocean is covered in lush green forest, but the other side is dry and desert-like. How do atmospheric circulation and unequal heating explain this difference?",fk_grade=10.1_out_of_band,1
MS-ESS2,MS-ESS2-6,applied,Why do coastal towns usually have cooler summers and warmer winters compared to towns located far inland at the same latitude?,fk_grade=12.3_out_of_band,1
MS-ESS3,MS-ESS3-1,recall,What is an ore?,fk_grade=-2.2_out_of_band,1
MS-ESS3,MS-ESS3-1,recall,What process forms most coal deposits?,fk_grade=4.5_out_of_band,1
MS-ESS3,MS-ESS3-1,recall,What is a fossil fuel?,fk_grade=2.9_out_of_band,1
MS-ESS3,MS-ESS3-1,recall,What is plate tectonics?,fk_grade=3.7_out_of_band,1
MS-ESS3,MS-ESS3-1,recall,What is an aquifer?,fk_grade=3.7_out_of_band,1
MS-ESS3,MS-ESS3-1,recall,How do hydrothermal vents contribute to the formation of mineral deposits?,fk_grade=12.3_out_of_band,1
MS-ESS3,MS-ESS3-1,recall,What geologic setting is most associated with the formation of oil and natural gas?,fk_grade=11.8_out_of_band,1
MS-ESS3,MS-ESS3-1,recall,What is the rock cycle?,fk_grade=0.5_out_of_band,1
MS-ESS3,MS-ESS3-2,recall,What is the Richter scale used to measure?,fk_grade=2.3_out_of_band,1
MS-ESS3,MS-ESS3-2,recall,What is a seismograph?,fk_grade=3.7_out_of_band,1
MS-ESS3,MS-ESS3-2,recall,What is a fault line?,fk_grade=-1.8_out_of_band,1
MS-ESS3,MS-ESS3-2,recall,What is storm surge?,fk_grade=-2.2_out_of_band,1
MS-ESS3,MS-ESS3-2,recall,What is the Ring of Fire?,fk_grade=0.5_out_of_band,1
MS-ESS3,MS-ESS3-2,recall,What is a levee?,fk_grade=0.7_out_of_band,1
MS-ESS3,MS-ESS3-2,recall,What is a volcanic eruption warning system?,fk_grade=9.1_out_of_band,1
MS-ESS3,MS-ESS3-3,recall,What is environmental monitoring?,fk_grade=18.4_out_of_band,1
MS-ESS3,MS-ESS3-3,recall,What is a pollutant?,fk_grade=3.7_out_of_band,1
MS-ESS3,MS-ESS3-3,recall,What does the term 'carbon footprint' mean?,fk_grade=2.3_out_of_band,1
MS-ESS3,MS-ESS3-3,recall,What is water quality monitoring?,fk_grade=12.3_out_of_band,1
MS-ESS3,MS-ESS3-3,recall,What is a nonrenewable resource?,fk_grade=10.0_out_of_band,1
MS-ESS3,MS-ESS3-3,recall,What does 'biodiversity' mean?,fk_grade=12.5_out_of_band,1
MS-ESS3,MS-ESS3-3,recall,What is deforestation?,fk_grade=13.1_out_of_band,1
MS-ESS3,MS-ESS3-3,recall,What does the term 'mitigation' mean in the context of environmental science?,fk_grade=9.7_out_of_band,1
MS-ESS3,MS-ESS3-3,recall,What is an environmental impact assessment?,fk_grade=12.3_out_of_band,1
MS-ESS3,MS-ESS3-4,recall,Approximately how many people live on Earth today?,fk_grade=9.7_out_of_band,1
MS-ESS3,MS-ESS3-4,recall,What is deforestation?,fk_grade=13.1_out_of_band,1
MS-ESS3,MS-ESS3-4,recall,What are fossil fuels?,fk_grade=3.7_out_of_band,1
MS-ESS3,MS-ESS3-4,recall,What is a nonrenewable resource?,fk_grade=10.0_out_of_band,1
MS-ESS3,MS-ESS3-4,recall,What is urbanization?,fk_grade=13.1_out_of_band,1
MS-ESS3,MS-ESS3-4,recall,What is meant by 'carrying capacity' of an environment?,fk_grade=10.2_out_of_band,1
MS-ESS3,MS-ESS3-4,recall,What is overfishing?,fk_grade=9.2_out_of_band,1
MS-ESS3,MS-ESS3-5,recall,What is the greenhouse effect?,fk_grade=2.9_out_of_band,1
MS-ESS3,MS-ESS3-5,recall,What are fossil fuels?,fk_grade=3.7_out_of_band,1
MS-ESS3,MS-ESS3-5,recall,What does the term 'global warming' mean?,fk_grade=2.3_out_of_band,1
MS-ESS3,MS-ESS3-5,recall,What is deforestation?,fk_grade=13.1_out_of_band,1
MS-ESS3,MS-ESS3-5,recall,What is a greenhouse gas?,fk_grade=0.5_out_of_band,1
MS-ESS3,MS-ESS3-5,recall,What human activity is the biggest source of carbon dioxide emissions worldwide?,fk_grade=11.7_out_of_band,1
MS-ESS3,MS-ESS3-1,conceptual,Why are valuable metal ores like gold and copper concentrated in certain spots rather than spread evenly through rock?,fk_grade=10.5_out_of_band,1
MS-ESS3,MS-ESS3-1,conceptual,Why do some areas have plentiful groundwater while nearby areas have very little?,fk_grade=11.3_out_of_band,1
MS-ESS3,MS-ESS3-1,conceptual,How does the water cycle help explain why some regions have more accessible freshwater resources than others?,fk_grade=11.2_out_of_band,1
MS-ESS3,MS-ESS3-1,conceptual,Why do geothermal energy resources only exist in certain places on Earth?,fk_grade=11.7_out_of_band,1
MS-ESS3,MS-ESS3-1,conceptual,"Why does sedimentary rock often contain more energy resources like oil, gas, and coal than igneous or metamorphic rock?",fk_grade=12.9_out_of_band,1
MS-ESS3,MS-ESS3-1,conceptual,Why does erosion and weathering affect where mineral resources are found near Earth's surface?,fk_grade=10.1_out_of_band,1
MS-ESS3,MS-ESS3-2,conceptual,Why do scientists study past earthquake records to predict where future earthquakes might happen?,fk_grade=9.3_out_of_band,1
MS-ESS3,MS-ESS3-2,conceptual,Why does living near a volcano that has erupted before make it more likely to erupt again in the future?,fk_grade=9.9_out_of_band,1
MS-ESS3,MS-ESS3-2,conceptual,How does tracking the movement of tectonic plates help scientists forecast natural hazards?,fk_grade=10.4_out_of_band,1
MS-ESS3,MS-ESS3-2,conceptual,How does studying the layers of ash in soil help scientists understand a volcano's eruption history?,fk_grade=12.0_out_of_band,1
MS-ESS3,MS-ESS3-2,conceptual,Why do scientists use seismographs to monitor volcanoes even before they erupt?,fk_grade=11.7_out_of_band,1
MS-ESS3,MS-ESS3-2,conceptual,How does knowing a region's flood history help engineers design better flood protection structures?,fk_grade=10.9_out_of_band,1
MS-ESS3,MS-ESS3-2,conceptual,Why do hurricanes that form over warmer ocean water tend to be more dangerous than those over cooler water?,fk_grade=10.5_out_of_band,1
MS-ESS3,MS-ESS3-2,conceptual,Why is it important to share natural hazard data between different countries and scientists around the world?,fk_grade=11.9_out_of_band,1
MS-ESS3,MS-ESS3-2,conceptual,How does mapping where wildfires have burned in the past help communities reduce the risk of future wildfires?,fk_grade=9.8_out_of_band,1
MS-ESS3,MS-ESS3-3,conceptual,Why do scientists monitor air quality near factories?,fk_grade=11.1_out_of_band,1
MS-ESS3,MS-ESS3-3,conceptual,Why does tracking changes in a species' population help scientists identify human impacts on an ecosystem?,fk_grade=14.3_out_of_band,1
MS-ESS3,MS-ESS3-3,conceptual,How does using permeable pavement in parking lots help protect local water quality?,fk_grade=11.3_out_of_band,1
MS-ESS3,MS-ESS3-3,conceptual,Why is it important to measure the amount of carbon dioxide in the atmosphere over many years rather than just once?,fk_grade=11.1_out_of_band,1
MS-ESS3,MS-ESS3-3,conceptual,How does reducing the use of chemical fertilizers on farms help protect nearby lakes?,fk_grade=9.3_out_of_band,1
MS-ESS3,MS-ESS3-3,conceptual,"Why do scientists use indicator species, like frogs, to monitor the health of an ecosystem?",fk_grade=10.7_out_of_band,1
MS-ESS3,MS-ESS3-4,conceptual,How does increased use of fossil fuels by a larger population affect Earth's atmosphere?,fk_grade=10.1_out_of_band,1
MS-ESS3,MS-ESS3-4,conceptual,Why does higher per-capita consumption of water stress Earth's freshwater systems?,fk_grade=10.2_out_of_band,1
MS-ESS3,MS-ESS3-4,conceptual,How does population growth in coastal areas affect ocean ecosystems?,fk_grade=13.1_out_of_band,1
MS-ESS3,MS-ESS3-4,conceptual,Why does increasing per-capita consumption of meat put more strain on natural resources than eating plants?,fk_grade=10.6_out_of_band,1
MS-ESS3,MS-ESS3-4,conceptual,Why does a larger human population increase the risk of overfishing in Earth's oceans?,fk_grade=10.1_out_of_band,1
MS-ESS3,MS-ESS3-5,conceptual,Why do greenhouse gases cause Earth's temperature to rise?,fk_grade=5.0_out_of_band,1
MS-ESS3,MS-ESS3-5,conceptual,How does cutting down forests contribute to rising global temperatures?,fk_grade=9.6_out_of_band,1
MS-ESS3,MS-ESS3-5,conceptual,Why has the rise in global temperatures been especially fast over the last century compared to earlier periods?,fk_grade=11.8_out_of_band,1
MS-ESS3,MS-ESS3-5,conceptual,Why does the amount of water vapor in the atmosphere matter for global temperatures?,fk_grade=9.3_out_of_band,1
MS-ESS3,MS-ESS3-5,conceptual,"How do scientists know that humans, not natural causes, are mainly responsible for the temperature rise over the past century?",fk_grade=12.9_out_of_band,1
MS-ESS3,MS-ESS3-5,conceptual,How does the carbon cycle connect human activities to rising global temperatures?,fk_grade=11.7_out_of_band,1
MS-ESS3,MS-ESS3-1,applied,"If a town is built on top of an ancient, dried-up shallow sea, where would you expect workers to find oil deposits when they drill underground?",fk_grade=10.0_out_of_band,1
MS-ESS3,MS-ESS3-1,applied,"If you live near a chain of old volcanoes, where would you most likely find valuable mineral deposits like copper or gold?",fk_grade=10.2_out_of_band,1
MS-ESS3,MS-ESS3-1,applied,"If scientists find large salt deposits underground in the middle of a continent, what does that tell you about what that region looked like in the past?",fk_grade=11.5_out_of_band,1
MS-ESS3,MS-ESS3-1,applied,"If a country is located on a tectonic plate boundary where two plates are spreading apart, what type of energy resource might it have a lot of?",fk_grade=12.0_out_of_band,1
MS-ESS3,MS-ESS3-1,applied,"If a coastal city pumps too much groundwater out of its aquifer, what could happen to that aquifer over time?",fk_grade=9.9_out_of_band,1
MS-ESS3,MS-ESS3-2,applied,"A town near a volcano notices that the ground has been shaking more often and the volcano is releasing more gas than usual. Based on this data, what should town officials do to protect residents?",fk_grade=9.1_out_of_band,1
MS-ESS3,MS-ESS3-2,applied,Weather forecasters are tracking a hurricane in the Atlantic Ocean using satellite data and wind speed measurements. How does collecting this data help people living on the coast?,fk_grade=10.1_out_of_band,1
MS-ESS3,MS-ESS3-2,applied,A town in Tornado Alley uses historical tornado data to decide where to place underground emergency shelters. Why is it better to use data when deciding shelter locations instead of just guessing?,fk_grade=12.0_out_of_band,1
MS-ESS3,MS-ESS3-2,applied,"Scientists studying wildfire patterns find that fires in a region spread most quickly in dry, windy conditions. How can firefighters use this data to prepare before wildfire season begins?",fk_grade=11.2_out_of_band,1
MS-ESS3,MS-ESS3-3,applied,"If a factory is releasing wastewater into a nearby river, what scientific tool or method could you use to monitor whether the water quality is getting worse over time?",fk_grade=16.1_out_of_band,1
MS-ESS3,MS-ESS3-3,applied,A neighborhood wants to reduce the amount of rainwater runoff carrying fertilizer into a local stream. What design method could they use to slow down and filter that runoff?,fk_grade=9.2_out_of_band,1
MS-ESS3,MS-ESS3-3,applied,"If a town wants to find out whether car exhaust is making the air unhealthy, what simple monitoring method could students set up at different locations around the city?",fk_grade=14.4_out_of_band,1
MS-ESS3,MS-ESS3-3,applied,"A farmer uses a lot of pesticides, and people downstream are worried about their drinking water. What monitoring step should happen first before designing a solution?",fk_grade=9.9_out_of_band,1
MS-ESS3,MS-ESS3-3,applied,A city is trying to cut down on the amount of garbage going to the landfill. How could school students apply scientific principles to track whether their school's recycling program is actually working?,fk_grade=10.5_out_of_band,1
MS-ESS3,MS-ESS3-3,applied,"If a logging company cuts down trees near a hillside, how could engineers use plants to minimize soil erosion washing into a stream below?",fk_grade=12.0_out_of_band,1
MS-ESS3,MS-ESS3-3,applied,"If a power plant is releasing warm water into a lake, how would a scientist monitor whether this is harming the fish population?",fk_grade=12.4_out_of_band,1
MS-ESS3,MS-ESS3-3,applied,"If a community wants to stop invasive plants from spreading along a hiking trail, what monitoring method would help them track where the plants are spreading so they know where to focus removal efforts?",fk_grade=15.4_out_of_band,1
MS-ESS3,MS-ESS3-4,applied,"If a small town doubles in population, what is likely to happen to the amount of trash sent to the local landfill each week?",fk_grade=10.0_out_of_band,1
MS-ESS3,MS-ESS3-4,applied,"If a farming region converts a large forest into cropland to feed a growing population, what happens to the local water cycle?",fk_grade=12.3_out_of_band,1
MS-ESS3,MS-ESS3-4,applied,"A neighborhood installs solar panels and switches from coal-powered electricity. If more neighborhoods do the same, how does this affect resource use compared to before?",fk_grade=9.1_out_of_band,1
MS-ESS3,MS-ESS3-4,applied,"If the world population increases by one billion people, all of whom use electricity generated by burning coal, what would happen to carbon dioxide levels in the atmosphere?",fk_grade=16.4_out_of_band,1
MS-ESS3,MS-ESS3-4,applied,Suppose a country with rapid population growth starts mining large amounts of copper to build new homes and electronics. What happens to copper as a natural resource over time?,fk_grade=9.2_out_of_band,1
MS-ESS3,MS-ESS3-4,applied,"If a community starts composting food waste instead of sending it to a landfill, how does this reduce the community's impact on Earth's systems as the population grows?",fk_grade=14.3_out_of_band,1
MS-ESS3,MS-ESS3-5,applied,"If a city builds a huge new coal-burning power plant, how would that affect the amount of CO2 in the atmosphere over time?",fk_grade=9.8_out_of_band,1
MS-ESS3,MS-ESS3-5,applied,"If global temperatures keep rising because of increased CO2, what would you predict happens to Arctic sea ice over the next several decades?",fk_grade=11.3_out_of_band,1
MS-ESS3,MS-ESS3-5,applied,"If a town switches from gasoline-powered cars to electric vehicles powered by wind energy, how would that change its contribution to global warming?",fk_grade=12.9_out_of_band,1
MS-ESS3,MS-ESS3-5,applied,"Factories release a lot of CO2 when they burn fossil fuels to power their machines. If global manufacturing doubles over the next 20 years without using cleaner energy, what would you predict about CO2 levels?",fk_grade=10.5_out_of_band,1
MS-ESS3,MS-ESS3-5,applied,"A student notices that big cities are usually warmer than nearby rural areas. If more people move to cities and cities keep expanding, how might this contribute to the overall rise in temperatures people measure?",fk_grade=11.5_out_of_band,1
MS-ETS1,MS-ETS1-1,recall,What are 'criteria' in an engineering design problem?,fk_grade=11.1_out_of_band,1
MS-ETS1,MS-ETS1-1,recall,What is the difference between criteria and constraints in engineering design?,fk_grade=12.3_out_of_band,1
MS-ETS1,MS-ETS1-1,recall,What is meant by 'sufficient precision' when defining a design problem?,fk_grade=9.1_out_of_band,1
MS-ETS1,MS-ETS1-1,recall,What are 'scientific principles' in the context of engineering design?,fk_grade=11.9_out_of_band,1
MS-ETS1,MS-ETS1-1,recall,What does 'impact on people' mean when defining an engineering design problem?,fk_grade=9.7_out_of_band,1
MS-ETS1,MS-ETS1-1,recall,What does 'impact on the natural environment' mean in engineering design?,fk_grade=11.2_out_of_band,1
MS-ETS1,MS-ETS1-1,recall,What is a 'design solution' in engineering?,fk_grade=9.1_out_of_band,1
MS-ETS1,MS-ETS1-1,recall,What is a 'material constraint' in engineering design?,fk_grade=11.1_out_of_band,1
MS-ETS1,MS-ETS1-1,recall,Why is it important to identify constraints before designing a solution?,fk_grade=12.3_out_of_band,1
MS-ETS1,MS-ETS1-2,recall,What is a design criterion in engineering?,fk_grade=10.7_out_of_band,1
MS-ETS1,MS-ETS1-2,recall,What is a systematic process in the context of evaluating designs?,fk_grade=11.2_out_of_band,1
MS-ETS1,MS-ETS1-2,recall,What is the purpose of using a decision matrix when comparing design solutions?,fk_grade=10.4_out_of_band,1
MS-ETS1,MS-ETS1-2,recall,What is the difference between qualitative and quantitative data when evaluating a design?,fk_grade=14.9_out_of_band,1
MS-ETS1,MS-ETS1-2,recall,What does 'optimization' mean in engineering design?,fk_grade=12.4_out_of_band,1
MS-ETS1,MS-ETS1-2,recall,What does it mean for a design to 'fail' during testing?,fk_grade=3.7_out_of_band,1
MS-ETS1,MS-ETS1-3,recall,What are 'criteria for success' in an engineering design problem?,fk_grade=10.7_out_of_band,1
MS-ETS1,MS-ETS1-3,recall,What is a design constraint?,fk_grade=2.9_out_of_band,1
MS-ETS1,MS-ETS1-3,recall,What is a prototype in engineering design?,fk_grade=9.1_out_of_band,1
MS-ETS1,MS-ETS1-3,recall,What kind of information do engineers collect when they test a design solution?,fk_grade=9.4_out_of_band,1
MS-ETS1,MS-ETS1-3,recall,What is quantitative data in engineering tests?,fk_grade=10.7_out_of_band,1
MS-ETS1,MS-ETS1-3,recall,What is qualitative data in engineering tests?,fk_grade=10.7_out_of_band,1
MS-ETS1,MS-ETS1-4,recall,What does 'iterative' mean in engineering design?,fk_grade=10.7_out_of_band,1
MS-ETS1,MS-ETS1-4,recall,What is a prototype?,fk_grade=3.7_out_of_band,1
MS-ETS1,MS-ETS1-4,recall,What are design criteria?,fk_grade=9.6_out_of_band,1
MS-ETS1,MS-ETS1-4,recall,What are design constraints?,fk_grade=3.7_out_of_band,1
MS-ETS1,MS-ETS1-4,recall,What does 'failure analysis' mean in engineering?,fk_grade=10.7_out_of_band,1
MS-ETS1,MS-ETS1-1,conceptual,Why do engineers need to clearly define criteria before they start designing a solution?,fk_grade=11.8_out_of_band,1
MS-ETS1,MS-ETS1-1,conceptual,Why are constraints important in an engineering design problem?,fk_grade=10.2_out_of_band,1
MS-ETS1,MS-ETS1-1,conceptual,How do scientific principles limit the possible solutions an engineer can choose?,fk_grade=12.7_out_of_band,1
MS-ETS1,MS-ETS1-1,conceptual,How can potential impacts on the natural environment act as a constraint on an engineering solution?,fk_grade=12.8_out_of_band,1
MS-ETS1,MS-ETS1-1,conceptual,Why do engineers consider impacts on people when defining a design problem?,fk_grade=10.7_out_of_band,1
MS-ETS1,MS-ETS1-1,conceptual,How does identifying criteria and constraints early in the design process save time and resources later?,fk_grade=12.8_out_of_band,1
MS-ETS1,MS-ETS1-1,conceptual,Why can two engineers working on the same problem come up with different lists of criteria and constraints?,fk_grade=9.8_out_of_band,1
MS-ETS1,MS-ETS1-1,conceptual,Why is it important to distinguish between criteria and constraints when defining a design problem?,fk_grade=12.3_out_of_band,1
MS-ETS1,MS-ETS1-1,conceptual,How does understanding the needs of the intended users help engineers define the criteria for a design?,fk_grade=11.9_out_of_band,1
MS-ETS1,MS-ETS1-1,conceptual,Why might a solution that works perfectly in a lab fail to meet all the criteria and constraints of a real-world design problem?,fk_grade=11.3_out_of_band,1
MS-ETS1,MS-ETS1-1,conceptual,How does considering safety requirements affect the criteria and constraints of an engineering design problem?,fk_grade=14.6_out_of_band,1
MS-ETS1,MS-ETS1-1,conceptual,Why is it helpful to rank or prioritize criteria when multiple requirements compete with each other in a design problem?,fk_grade=12.9_out_of_band,1
MS-ETS1,MS-ETS1-2,conceptual,Why is it important to use a systematic process when comparing design solutions instead of just picking your favorite?,fk_grade=12.9_out_of_band,1
MS-ETS1,MS-ETS1-2,conceptual,Why do engineers define criteria and constraints before they start evaluating designs?,fk_grade=13.7_out_of_band,1
MS-ETS1,MS-ETS1-2,conceptual,How does a decision matrix help engineers compare competing design solutions?,fk_grade=12.3_out_of_band,1
MS-ETS1,MS-ETS1-2,conceptual,How does weighting criteria differently change the outcome of a design evaluation?,fk_grade=12.7_out_of_band,1
MS-ETS1,MS-ETS1-2,conceptual,Why is it necessary to test design solutions against constraints as well as criteria?,fk_grade=10.9_out_of_band,1
MS-ETS1,MS-ETS1-2,conceptual,How does comparing multiple design solutions lead to a better final product than just developing one solution?,fk_grade=13.3_out_of_band,1
MS-ETS1,MS-ETS1-2,conceptual,Why do engineers sometimes combine elements from two competing designs rather than simply choosing the winner?,fk_grade=12.0_out_of_band,1
MS-ETS1,MS-ETS1-2,conceptual,How does gathering data through testing help make a design evaluation more reliable?,fk_grade=12.2_out_of_band,1
MS-ETS1,MS-ETS1-2,conceptual,Why is it helpful to involve multiple people when evaluating competing design solutions?,fk_grade=14.0_out_of_band,1
MS-ETS1,MS-ETS1-2,conceptual,How does clearly defining the problem first make it easier to evaluate design solutions later?,fk_grade=12.3_out_of_band,1
MS-ETS1,MS-ETS1-2,conceptual,Why might a cheaper design solution sometimes be ranked higher than a more expensive one even if the expensive one performs slightly better?,fk_grade=12.4_out_of_band,1
MS-ETS1,MS-ETS1-2,conceptual,How does ranking or prioritizing criteria before testing help engineers make a final decision when two designs score very close to each other?,fk_grade=14.4_out_of_band,1
MS-ETS1,MS-ETS1-3,conceptual,Why do engineers look for similarities among different design solutions when analyzing test data?,fk_grade=15.2_out_of_band,1
MS-ETS1,MS-ETS1-3,conceptual,How can combining the best parts of several designs lead to a better solution than any single design on its own?,fk_grade=10.0_out_of_band,1
MS-ETS1,MS-ETS1-3,conceptual,Why do engineers pay attention to differences between design solutions when comparing test results?,fk_grade=13.5_out_of_band,1
MS-ETS1,MS-ETS1-3,conceptual,Why is it important to use actual test data rather than guesses when comparing design solutions?,fk_grade=11.3_out_of_band,1
MS-ETS1,MS-ETS1-3,conceptual,How does identifying the best characteristic of each design help engineers meet criteria for success?,fk_grade=13.9_out_of_band,1
MS-ETS1,MS-ETS1-3,conceptual,How does comparing test data from different prototypes help engineers avoid repeating the same mistakes?,fk_grade=12.3_out_of_band,1
MS-ETS1,MS-ETS1-3,conceptual,Why is it helpful to organize test data into a table or chart when comparing multiple design solutions?,fk_grade=11.8_out_of_band,1
MS-ETS1,MS-ETS1-3,conceptual,How do success criteria help engineers decide which characteristics from test results are actually worth combining?,fk_grade=15.0_out_of_band,1
MS-ETS1,MS-ETS1-3,conceptual,Why can't engineers simply pick the single best-performing design and call it finished after testing?,fk_grade=10.7_out_of_band,1
MS-ETS1,MS-ETS1-3,conceptual,How does analyzing similarities in test data across designs help engineers figure out which features are most reliable?,fk_grade=14.4_out_of_band,1
MS-ETS1,MS-ETS1-3,conceptual,Why do engineers sometimes create a brand-new prototype after comparing test data instead of just modifying the best existing design?,fk_grade=14.6_out_of_band,1
MS-ETS1,MS-ETS1-4,conceptual,Why is it important to change only one variable at a time when testing a design model?,fk_grade=9.1_out_of_band,1
MS-ETS1,MS-ETS1-4,conceptual,How does collecting data during testing help an engineer improve a design?,fk_grade=9.7_out_of_band,1
MS-ETS1,MS-ETS1-4,conceptual,Why do engineers go through multiple rounds of testing and redesigning instead of just testing once?,fk_grade=9.8_out_of_band,1
MS-ETS1,MS-ETS1-4,conceptual,How does a physical model help engineers understand how a real structure will behave?,fk_grade=9.3_out_of_band,1
MS-ETS1,MS-ETS1-4,conceptual,Why is it useful to use a computer simulation model instead of a physical model for some designs?,fk_grade=11.1_out_of_band,1
MS-ETS1,MS-ETS1-4,conceptual,How does comparing test data from two different versions of a design help engineers decide which one is better?,fk_grade=10.5_out_of_band,1
MS-ETS1,MS-ETS1-4,conceptual,Why do engineers define criteria and constraints before they start building and testing a model?,fk_grade=10.7_out_of_band,1
MS-ETS1,MS-ETS1-4,conceptual,Why might an engineer use a scaled-down model rather than a full-size prototype during early testing?,fk_grade=10.6_out_of_band,1
MS-ETS1,MS-ETS1-4,conceptual,How does iterative testing help engineers find the 'optimal' design for a problem?,fk_grade=10.4_out_of_band,1
MS-ETS1,MS-ETS1-4,conceptual,Why is it important to record and organize the data from every test during the design process?,fk_grade=10.5_out_of_band,1
MS-ETS1,MS-ETS1-4,conceptual,How does a model help an engineer communicate a design idea to other people on a team?,fk_grade=10.5_out_of_band,1
MS-ETS1,MS-ETS1-1,applied,"A student says their designed toy car 'should be pretty fast.' Why is this not precise enough as a criterion, and how could they fix it?",fk_grade=4.9_out_of_band,1
MS-ETS1,MS-ETS1-1,applied,"An engineer is designing a footbridge over a small stream. The bridge must support 500 pounds and can only cost $2,000 to build. If the bridge ends up costing $2,500, what problem does that create for the design?",fk_grade=4.9_out_of_band,1
MS-ETS1,MS-ETS1-1,applied,You are designing a wheelchair access ramp. A building code says the slope must be no steeper than 1 inch of rise for every 12 inches of length. How does this rule work as a constraint?,fk_grade=4.2_out_of_band,1
MS-ETS1,MS-ETS1-1,applied,You are designing a parachute to safely lower a 1-pound package so it lands at under 5 mph. How does gravity act as a relevant scientific principle that must be considered when defining your design criteria?,fk_grade=12.1_out_of_band,1
MS-ETS1,MS-ETS1-2,applied,A team is testing two phone case designs to protect a phone from drops. They drop each case from the same height ten times and record how many times the 'phone' cracked. Why is it important to drop both cases from the same height each time?,fk_grade=4.2_out_of_band,1
MS-ETS1,MS-ETS1-2,applied,"Your school needs a new ramp for wheelchair access. Design X has a gentle slope and costs more, while Design Y has a steeper slope and costs less. The constraint says the slope cannot exceed 1 inch rise per 12 inches of length. Design Y exceeds this limit. Which design should be chosen, and why?",fk_grade=3.7_out_of_band,1
MS-ETS1,MS-ETS1-2,applied,A student designs two types of insulated lunch bags to keep food cold. She measures the temperature inside each bag every 30 minutes for 2 hours. Why is recording data at regular time intervals a better evaluation method than just checking once at the end?,fk_grade=9.1_out_of_band,1
MS-ETS1,MS-ETS1-2,applied,"Your engineering class must design a seed-spreading device that can scatter seeds at least 3 feet away and uses only recycled materials. After building and testing, Design A scatters seeds 4 feet but uses a new plastic bottle, while Design B scatters seeds 3.5 feet and uses only recycled materials. Which design should be chosen?",fk_grade=9.1_out_of_band,1
MS-ETS1,MS-ETS1-2,applied,A class tests two noise-reducing wall panels for a school music room by measuring decibels inside the room with each panel installed while the same loud music plays outside. Why does the music need to be played at the same volume for both tests?,fk_grade=9.1_out_of_band,1
MS-ETS1,MS-ETS1-3,applied,"Two bridge designs were tested: Bridge X held more weight but cracked at the middle, and Bridge Y stayed flexible but bent too easily. If you used Bridge X's thick center support and Bridge Y's flexible side cables together, what problem would the new design likely solve?",fk_grade=9.9_out_of_band,1
MS-ETS1,MS-ETS1-3,applied,"Two wind turbine blade designs were tested. Design A spun fastest in strong wind but stopped in light wind. Design B spun in light wind but was too slow in strong wind. If you combined the lightweight material from Design B with the curved shape from Design A, what would you predict about the new blade?",fk_grade=4.8_out_of_band,1
