question_id,area,question_type,fraction_correct,discrimination,trivial,broken
MS-LS1-063,MS-LS1,conceptual,0.963,0.105,1,0
MS-LS1-066,MS-LS1,conceptual,0.963,0.105,1,0
MS-LS1-073,MS-LS1,recall,0.963,0.105,1,0
MS-LS1-075,MS-LS1,recall,0.963,0.105,1,0
MS-LS1-083,MS-LS1,recall,0.963,0.105,1,0
MS-LS1-084,MS-LS1,recall,0.963,0.105,1,0
MS-LS1-085,MS-LS1,recall,0.963,0.105,1,0
MS-LS1-091,MS-LS1,recall,0.963,0.105,1,0
MS-LS1-094,MS-LS1,recall,0.963,0.105,1,0
MS-LS1-097,MS-LS1,recall,0.963,0.105,1,0
MS-LS1-005,MS-LS1,recall,1.0,0.0,1,0
MS-LS1-010,MS-LS1,recall,1.0,0.0,1,0
MS-LS1-011,MS-LS1,recall,1.0,0.0,1,0
MS-LS1-015,MS-LS1,conceptual,1.0,0.0,1,0
MS-LS1-018,MS-LS1,conceptual,1.0,0.0,1,0
MS-LS1-022,MS-LS1,conceptual,1.0,0.0,1,0
MS-LS1-025,MS-LS1,conceptual,1.0,0.0,1,0
MS-LS1-033,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-034,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-035,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-036,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-037,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-038,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-040,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-041,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-042,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-043,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-044,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-045,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-048,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-049,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-051,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-057,MS-LS1,recall,1.0,0.0,1,0
MS-LS1-058,MS-LS1,recall,1.0,0.0,1,0
MS-LS1-059,MS-LS1,recall,1.0,0.0,1,0
MS-LS1-060,MS-LS1,conceptual,1.0,0.0,1,0
MS-LS1-065,MS-LS1,conceptual,1.0,0.0,1,0
MS-LS1-068,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-071,MS-LS1,applied,1.0,0.0,1,0
MS-LS1-088,MS-LS1,conceptual,1.0,0.0,1,0
MS-LS1-092,MS-LS1,recall,1.0,0.0,1,0
MS-LS1-096,MS-LS1,recall,1.0,0.0,1,0
MS-LS2-002,MS-LS2,recall,0.037,0.105,0,1
MS-LS2-016,MS-LS2,conceptual,0.481,0.319,0,0
MS-LS2-022,MS-LS2,conceptual,0.667,0.351,0,0
MS-LS2-038,MS-LS2,applied,0.667,0.416,0,0
MS-LS2-076,MS-LS2,conceptual,0.778,0.272,0,0
MS-LS2-082,MS-LS2,recall,0.778,0.157,0,0
MS-LS2-081,MS-LS2,recall,0.815,0.228,0,0
MS-LS2-094,MS-LS2,recall,0.815,0.319,0,0
MS-LS2-015,MS-LS2,conceptual,0.852,0.228,0,0
MS-LS2-018,MS-LS2,conceptual,0.852,0.166,0,0
MS-LS2-084,MS-LS2,recall,0.852,0.228,0,0
MS-LS2-009,MS-LS2,recall,0.889,0.222,0,0
MS-LS2-026,MS-LS2,conceptual,0.889,0.314,0,0
MS-LS2-044,MS-LS2,applied,0.889,0.222,0,0
MS-LS2-059,MS-LS2,conceptual,0.889,0.222,0,0
MS-LS2-004,MS-LS2,recall,0.926,0.139,0,0
MS-LS2-014,MS-LS2,conceptual,0.926,0.139,0,0
MS-LS2-023,MS-LS2,conceptual,0.926,0.21,0,0
MS-LS2-027,MS-LS2,conceptual,0.926,0.139,0,0
MS-LS2-040,MS-LS2,applied,0.926,0.139,0,0
MS-LS2-042,MS-LS2,applied,0.926,0.21,0,0
MS-LS2-060,MS-LS2,conceptual,0.926,0.139,0,0
MS-LS2-063,MS-LS2,conceptual,0.926,0.139,0,0
MS-LS2-064,MS-LS2,conceptual,0.926,0.21,0,0
MS-LS2-065,MS-LS2,conceptual,0.926,0.21,0,0
MS-LS2-068,MS-LS2,applied,0.926,0.139,0,0
MS-LS2-080,MS-LS2,recall,0.926,0.139,0,0
MS-LS2-085,MS-LS2,recall,0.926,0.139,0,0
MS-LS2-097,MS-LS2,recall,0.926,0.139,0,0
MS-LS2-008,MS-LS2,recall,0.963,0.105,1,0
MS-LS2-019,MS-LS2,conceptual,0.963,0.105,1,0
MS-LS2-021,MS-LS2,conceptual,0.963,0.105,1,0
MS-LS2-030,MS-LS2,conceptual,0.963,0.105,1,0
MS-LS2-045,MS-LS2,applied,0.963,0.105,1,0
MS-LS2-047,MS-LS2,applied,0.963,0.105,1,0
MS-LS2-048,MS-LS2,applied,0.963,0.105,1,0
MS-LS2-069,MS-LS2,applied,0.963,0.105,1,0
MS-LS2-071,MS-LS2,recall,0.963,0.105,1,0
MS-LS2-073,MS-LS2,recall,0.963,0.105,1,0
MS-LS2-083,MS-LS2,conceptual,0.963,0.105,1,0
MS-LS2-086,MS-LS2,recall,0.963,0.105,1,0
MS-LS2-087,MS-LS2,recall,0.963,0.105,1,0
MS-LS2-089,MS-LS2,conceptual,0.963,0.105,1,0
MS-LS2-093,MS-LS2,recall,0.963,0.105,1,0
MS-LS2-096,MS-LS2,recall,0.963,0.105,1,0
MS-LS2-001,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-003,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-005,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-006,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-007,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-010,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-011,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-012,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-013,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-017,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-020,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-024,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-028,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-029,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-031,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-032,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-033,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-034,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-035,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-036,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-037,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-039,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-041,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-043,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-046,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-049,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-050,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-051,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-052,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-053,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-054,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-055,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-056,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-057,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-058,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-061,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-062,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-066,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-067,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-070,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-072,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-074,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-075,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-077,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-078,MS-LS2,applied,1.0,0.0,1,0
MS-LS2-079,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-088,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-090,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-091,MS-LS2,conceptual,1.0,0.0,1,0
MS-LS2-092,MS-LS2,recall,1.0,0.0,1,0
MS-LS2-095,MS-LS2,recall,1.0,0.0,1,0
MS-LS3-013,MS-LS3,recall,0.704,0.399,0,0
MS-LS3-055,MS-LS3,applied,0.704,0.331,0,0
MS-LS3-038,MS-LS3,applied,0.741,0.409,0,0
MS-LS3-062,MS-LS3,applied,0.741,0.21,0,0
MS-LS3-050,MS-LS3,conceptual,0.778,0.351,0,0
MS-LS3-072,MS-LS3,conceptual,0.778,0.272,0,0
MS-LS3-003,MS-LS3,recall,0.815,0.277,0,0
MS-LS3-014,MS-LS3,recall,0.815,0.319,0,0
MS-LS3-020,MS-LS3,conceptual,0.815,0.228,0,0
MS-LS3-061,MS-LS3,applied,0.815,0.228,0,0
MS-LS3-073,MS-LS3,conceptual,0.815,0.319,0,0
MS-LS3-011,MS-LS3,recall,0.852,0.228,0,0
MS-LS3-029,MS-LS3,applied,0.852,0.166,0,0
MS-LS3-083,MS-LS3,conceptual,0.852,0.319,0,0
MS-LS3-090,MS-LS3,conceptual,0.852,0.277,0,0
MS-LS3-024,MS-LS3,applied,0.889,0.157,0,0
MS-LS3-039,MS-LS3,applied,0.889,0.222,0,0
MS-LS3-043,MS-LS3,recall,0.889,0.314,0,0
MS-LS3-067,MS-LS3,conceptual,0.889,0.222,0,0
MS-LS3-082,MS-LS3,recall,0.889,0.314,0,0
MS-LS3-017,MS-LS3,conceptual,0.926,0.139,0,0
MS-LS3-018,MS-LS3,conceptual,0.926,0.21,0,0
MS-LS3-031,MS-LS3,applied,0.926,0.21,0,0
MS-LS3-044,MS-LS3,recall,0.926,0.139,0,0
MS-LS3-054,MS-LS3,applied,0.926,0.139,0,0
MS-LS3-056,MS-LS3,applied,0.926,0.21,0,0
MS-LS3-058,MS-LS3,applied,0.926,0.139,0,0
MS-LS3-060,MS-LS3,applied,0.926,0.139,0,0
MS-LS3-068,MS-LS3,applied,0.926,0.21,0,0
MS-LS3-078,MS-LS3,recall,0.926,0.139,0,0
MS-LS3-080,MS-LS3,conceptual,0.926,0.139,0,0
MS-LS3-084,MS-LS3,conceptual,0.926,0.139,0,0
MS-LS3-088,MS-LS3,conceptual,0.926,0.21,0,0
MS-LS3-005,MS-LS3,recall,0.963,0.105,1,0
MS-LS3-007,MS-LS3,recall,0.963,0.105,1,0
MS-LS3-012,MS-LS3,recall,0.963,0.105,1,0
MS-LS3-026,MS-LS3,applied,0.963,0.105,1,0
MS-LS3-035,MS-LS3,applied,0.963,0.105,1,0
MS-LS3-041,MS-LS3,applied,0.963,0.105,1,0
MS-LS3-047,MS-LS3,conceptual,0.963,0.105,1,0
MS-LS3-052,MS-LS3,conceptual,0.963,0.105,1,0
MS-LS3-071,MS-LS3,conceptual,0.963,0.105,1,0
MS-LS3-074,MS-LS3,applied,0.963,0.105,1,0
MS-LS3-075,MS-LS3,recall,0.963,0.105,1,0
MS-LS3-076,MS-LS3,recall,0.963,0.105,1,0
MS-LS3-077,MS-LS3,recall,0.963,0.105,1,0
MS-LS3-081,MS-LS3,recall,0.963,0.105,1,0
MS-LS3-085,MS-LS3,recall,0.963,0.105,1,0
MS-LS3-001,MS-LS3,recall,1.0,0.0,1,0
MS-LS3-002,MS-LS3,recall,1.0,0.0,1,0
MS-LS3-004,MS-LS3,recall,1.0,0.0,1,0
MS-LS3-006,MS-LS3,recall,1.0,0.0,1,0
MS-LS3-008,MS-LS3,recall,1.0,0.0,1,0
MS-LS3-009,MS-LS3,recall,1.0,0.0,1,0
MS-LS3-015,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-016,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-019,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-021,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-023,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-025,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-027,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-028,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-032,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-033,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-036,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-037,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-040,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-042,MS-LS3,recall,1.0,0.0,1,0
MS-LS3-045,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-046,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-048,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-049,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-051,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-053,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-057,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-059,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-063,MS-LS3,applied,1.0,0.0,1,0
MS-LS3-064,MS-LS3,recall,1.0,0.0,1,0
MS-LS3-065,MS-LS3,recall,1.0,0.0,1,0
MS-LS3-066,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-069,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-070,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-079,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS3-087,MS-LS3,recall,1.0,0.0,1,0
MS-LS3-089,MS-LS3,conceptual,1.0,0.0,1,0
MS-LS4-085,MS-LS4,recall,0.556,0.416,0,0
MS-LS4-008,MS-LS4,recall,0.667,0.272,0,0
MS-LS4-009,MS-LS4,recall,0.704,0.367,0,0
MS-LS4-004,MS-LS4,recall,0.741,0.343,0,0
MS-LS4-005,MS-LS4,recall,0.741,0.343,0,0
MS-LS4-051,MS-LS4,conceptual,0.741,0.343,0,0
MS-LS4-055,MS-LS4,recall,0.741,0.343,0,0
MS-LS4-075,MS-LS4,conceptual,0.741,0.305,0,0
MS-LS4-081,MS-LS4,recall,0.741,0.343,0,0
MS-LS4-082,MS-LS4,conceptual,0.741,0.262,0,0
MS-LS4-071,MS-LS4,recall,0.778,0.272,0,0
MS-LS4-084,MS-LS4,recall,0.778,0.222,0,0
MS-LS4-011,MS-LS4,recall,0.815,0.166,0,0
MS-LS4-026,MS-LS4,applied,0.815,0.228,0,0
MS-LS4-062,MS-LS4,conceptual,0.815,0.277,0,0
MS-LS4-022,MS-LS4,conceptual,0.852,0.277,0,0
MS-LS4-029,MS-LS4,applied,0.852,0.228,0,0
MS-LS4-035,MS-LS4,applied,0.852,0.228,0,0
MS-LS4-049,MS-LS4,conceptual,0.852,0.228,0,0
MS-LS4-070,MS-LS4,applied,0.852,0.319,0,0
MS-LS4-003,MS-LS4,recall,0.889,0.157,0,0
MS-LS4-018,MS-LS4,conceptual,0.889,0.157,0,0
MS-LS4-038,MS-LS4,conceptual,0.889,0.222,0,0
MS-LS4-040,MS-LS4,applied,0.889,0.222,0,0
MS-LS4-053,MS-LS4,applied,0.889,0.222,0,0
MS-LS4-054,MS-LS4,applied,0.889,0.157,0,0
MS-LS4-078,MS-LS4,conceptual,0.889,0.222,0,0
MS-LS4-087,MS-LS4,conceptual,0.889,0.222,0,0
MS-LS4-088,MS-LS4,conceptual,0.889,0.222,0,0
MS-LS4-093,MS-LS4,conceptual,0.889,0.157,0,0
MS-LS4-020,MS-LS4,conceptual,0.926,0.21,0,0
MS-LS4-021,MS-LS4,conceptual,0.926,0.139,0,0
MS-LS4-025,MS-LS4,applied,0.926,0.139,0,0
MS-LS4-027,MS-LS4,applied,0.926,0.139,0,0
MS-LS4-028,MS-LS4,applied,0.926,0.139,0,0
MS-LS4-031,MS-LS4,applied,0.926,0.139,0,0
MS-LS4-032,MS-LS4,applied,0.926,0.21,0,0
MS-LS4-037,MS-LS4,applied,0.926,0.139,0,0
MS-LS4-050,MS-LS4,conceptual,0.926,0.21,0,0
MS-LS4-060,MS-LS4,conceptual,0.926,0.21,0,0
MS-LS4-063,MS-LS4,conceptual,0.926,0.139,0,0
MS-LS4-065,MS-LS4,conceptual,0.926,0.139,0,0
MS-LS4-066,MS-LS4,applied,0.926,0.139,0,0
MS-LS4-068,MS-LS4,applied,0.926,0.139,0,0
MS-LS4-089,MS-LS4,conceptual,0.926,0.139,0,0
MS-LS4-001,MS-LS4,recall,0.963,0.105,1,0
MS-LS4-006,MS-LS4,recall,0.963,0.105,1,0
MS-LS4-007,MS-LS4,recall,0.963,0.105,1,0
MS-LS4-012,MS-LS4,recall,0.963,0.105,1,0
MS-LS4-016,MS-LS4,recall,0.963,0.105,1,0
MS-LS4-017,MS-LS4,conceptual,0.963,0.105,1,0
MS-LS4-019,MS-LS4,conceptual,0.963,0.105,1,0
MS-LS4-030,MS-LS4,applied,0.963,0.105,1,0
MS-LS4-039,MS-LS4,applied,0.963,0.105,1,0
MS-LS4-042,MS-LS4,applied,0.963,0.105,1,0
MS-LS4-046,MS-LS4,recall,0.963,0.105,1,0
MS-LS4-048,MS-LS4,conceptual,0.963,0.105,1,0
MS-LS4-059,MS-LS4,conceptual,0.963,0.105,1,0
MS-LS4-064,MS-LS4,conceptual,0.963,0.105,1,0
MS-LS4-069,MS-LS4,applied,0.963,0.105,1,0
MS-LS4-072,MS-LS4,recall,0.963,0.105,1,0
MS-LS4-079,MS-LS4,conceptual,0.963,0.105,1,0
MS-LS4-080,MS-LS4,conceptual,0.963,0.105,1,0
MS-LS4-002,MS-LS4,recall,1.0,0.0,1,0
MS-LS4-010,MS-LS4,recall,1.0,0.0,1,0
MS-LS4-013,MS-LS4,recall,1.0,0.0,1,0
MS-LS4-014,MS-LS4,recall,1.0,0.0,1,0
MS-LS4-015,MS-LS4,recall,1.0,0.0,1,0
MS-LS4-023,MS-LS4,applied,1.0,0.0,1,0
MS-LS4-033,MS-LS4,applied,1.0,0.0,1,0
MS-LS4-034,MS-LS4,applied,1.0,0.0,1,0
MS-LS4-036,MS-LS4,applied,1.0,0.0,1,0
MS-LS4-041,MS-LS4,applied,1.0,0.0,1,0
MS-LS4-047,MS-LS4,conceptual,1.0,0.0,1,0
MS-LS4-052,MS-LS4,applied,1.0,0.0,1,0
MS-LS4-056,MS-LS4,recall,1.0,0.0,1,0
MS-LS4-057,MS-LS4,recall,1.0,0.0,1,0
MS-LS4-058,MS-LS4,conceptual,1.0,0.0,1,0
MS-LS4-061,MS-LS4,conceptual,1.0,0.0,1,0
MS-LS4-067,MS-LS4,applied,1.0,0.0,1,0
MS-LS4-073,MS-LS4,recall,1.0,0.0,1,0
MS-LS4-074,MS-LS4,recall,1.0,0.0,1,0
MS-LS4-076,MS-LS4,conceptual,1.0,0.0,1,0
MS-LS4-077,MS-LS4,conceptual,1.0,0.0,1,0
MS-LS4-083,MS-LS4,applied,1.0,0.0,1,0
MS-LS4-086,MS-LS4,applied,1.0,0.0,1,0
MS-LS4-091,MS-LS4,conceptual,1.0,0.0,1,0
MS-LS4-092,MS-LS4,applied,1.0,0.0,1,0
MS-LS4-094,MS-LS4,conceptual,1.0,0.0,1,0
MS-PS1-064,MS-PS1,conceptual,0.444,0.385,0,0
MS-PS1-036,MS-PS1,applied,0.481,0.388,0,0
MS-PS1-076,MS-PS1,conceptual,0.481,0.319,0,0
MS-PS1-040,MS-PS1,applied,0.593,0.378,0,0
MS-PS1-023,MS-PS1,conceptual,0.63,0.367,0,0
MS-PS1-043,MS-PS1,applied,0.63,0.399,0,0
MS-PS1-015,MS-PS1,conceptual,0.704,0.367,0,0
MS-PS1-018,MS-PS1,conceptual,0.704,0.331,0,0
MS-PS1-042,MS-PS1,applied,0.704,0.331,0,0
MS-PS1-068,MS-PS1,applied,0.704,0.399,0,0
MS-PS1-003,MS-PS1,recall,0.741,0.305,0,0
MS-PS1-006,MS-PS1,recall,0.741,0.343,0,0
MS-PS1-066,MS-PS1,conceptual,0.741,0.305,0,0
MS-PS1-084,MS-PS1,applied,0.741,0.378,0,0
MS-PS1-014,MS-PS1,recall,0.778,0.351,0,0
MS-PS1-026,MS-PS1,conceptual,0.778,0.314,0,0
MS-PS1-028,MS-PS1,conceptual,0.778,0.351,0,0
MS-PS1-046,MS-PS1,applied,0.778,0.272,0,0
MS-PS1-070,MS-PS1,recall,0.778,0.351,0,0
MS-PS1-005,MS-PS1,recall,0.815,0.319,0,0
MS-PS1-013,MS-PS1,recall,0.815,0.355,0,0
MS-PS1-041,MS-PS1,applied,0.815,0.319,0,0
MS-PS1-061,MS-PS1,conceptual,0.815,0.166,0,0
MS-PS1-077,MS-PS1,conceptual,0.815,0.277,0,0
MS-PS1-089,MS-PS1,conceptual,0.815,0.319,0,0
MS-PS1-004,MS-PS1,recall,0.852,0.228,0,0
MS-PS1-020,MS-PS1,conceptual,0.852,0.228,0,0
MS-PS1-025,MS-PS1,conceptual,0.852,0.228,0,0
MS-PS1-033,MS-PS1,applied,0.852,0.228,0,0
MS-PS1-052,MS-PS1,conceptual,0.852,0.228,0,0
MS-PS1-063,MS-PS1,conceptual,0.852,0.228,0,0
MS-PS1-065,MS-PS1,conceptual,0.852,0.319,0,0
MS-PS1-071,MS-PS1,conceptual,0.852,0.277,0,0
MS-PS1-072,MS-PS1,conceptual,0.852,0.319,0,0
MS-PS1-086,MS-PS1,conceptual,0.852,0.228,0,0
MS-PS1-088,MS-PS1,conceptual,0.852,0.166,0,0
MS-PS1-001,MS-PS1,recall,0.889,0.157,0,0
MS-PS1-009,MS-PS1,recall,0.889,0.157,0,0
MS-PS1-027,MS-PS1,conceptual,0.889,0.157,0,0
MS-PS1-059,MS-PS1,applied,0.889,0.157,0,0
MS-PS1-060,MS-PS1,applied,0.889,0.222,0,0
MS-PS1-062,MS-PS1,conceptual,0.889,0.157,0,0
MS-PS1-085,MS-PS1,recall,0.889,0.157,0,0
MS-PS1-017,MS-PS1,conceptual,0.926,0.139,0,0
MS-PS1-032,MS-PS1,applied,0.926,0.139,0,0
MS-PS1-039,MS-PS1,applied,0.926,0.139,0,0
MS-PS1-047,MS-PS1,recall,0.926,0.139,0,0
MS-PS1-048,MS-PS1,recall,0.926,0.139,0,0
MS-PS1-049,MS-PS1,recall,0.926,0.139,0,0
MS-PS1-054,MS-PS1,applied,0.926,0.139,0,0
MS-PS1-055,MS-PS1,applied,0.926,0.21,0,0
MS-PS1-057,MS-PS1,applied,0.926,0.139,0,0
MS-PS1-058,MS-PS1,applied,0.926,0.21,0,0
MS-PS1-067,MS-PS1,applied,0.926,0.21,0,0
MS-PS1-079,MS-PS1,applied,0.926,0.139,0,0
MS-PS1-080,MS-PS1,applied,0.926,0.139,0,0
MS-PS1-010,MS-PS1,recall,0.963,0.105,1,0
MS-PS1-011,MS-PS1,recall,0.963,0.105,1,0
MS-PS1-016,MS-PS1,conceptual,0.963,0.105,1,0
MS-PS1-019,MS-PS1,conceptual,0.963,0.105,1,0
MS-PS1-021,MS-PS1,conceptual,0.963,0.105,1,0
MS-PS1-024,MS-PS1,conceptual,0.963,0.105,1,0
MS-PS1-029,MS-PS1,applied,0.963,0.105,1,0
MS-PS1-034,MS-PS1,applied,0.963,0.105,1,0
MS-PS1-037,MS-PS1,applied,0.963,0.105,1,0
MS-PS1-038,MS-PS1,applied,0.963,0.105,1,0
MS-PS1-051,MS-PS1,recall,0.963,0.105,1,0
MS-PS1-053,MS-PS1,applied,0.963,0.105,1,0
MS-PS1-069,MS-PS1,recall,0.963,0.105,1,0
MS-PS1-074,MS-PS1,conceptual,0.963,0.105,1,0
MS-PS1-075,MS-PS1,conceptual,0.963,0.105,1,0
MS-PS1-078,MS-PS1,applied,0.963,0.105,1,0
MS-PS1-083,MS-PS1,conceptual,0.963,0.105,1,0
MS-PS1-087,MS-PS1,conceptual,0.963,0.105,1,0
MS-PS1-090,MS-PS1,conceptual,0.963,0.105,1,0
MS-PS1-007,MS-PS1,recall,1.0,0.0,1,0
MS-PS1-008,MS-PS1,recall,1.0,0.0,1,0
MS-PS1-012,MS-PS1,recall,1.0,0.0,1,0
MS-PS1-022,MS-PS1,conceptual,1.0,0.0,1,0
MS-PS1-030,MS-PS1,applied,1.0,0.0,1,0
MS-PS1-031,MS-PS1,applied,1.0,0.0,1,0
MS-PS1-035,MS-PS1,applied,1.0,0.0,1,0
MS-PS1-045,MS-PS1,applied,1.0,0.0,1,0
MS-PS1-050,MS-PS1,recall,1.0,0.0,1,0
MS-PS1-073,MS-PS1,recall,1.0,0.0,1,0
MS-PS1-081,MS-PS1,recall,1.0,0.0,1,0
MS-PS1-082,MS-PS1,applied,1.0,0.0,1,0
MS-PS2-047,MS-PS2,applied,0.148,0.319,0,0
MS-PS2-048,MS-PS2,applied,0.407,0.378,0,0
MS-PS2-058,MS-PS2,applied,0.444,0.314,0,0
MS-PS2-038,MS-PS2,conceptual,0.481,0.388,0,0
MS-PS2-032,MS-PS2,conceptual,0.519,0.388,0,0
MS-PS2-063,MS-PS2,applied,0.63,0.399,0,0
MS-PS2-062,MS-PS2,applied,0.667,0.416,0,0
MS-PS2-072,MS-PS2,applied,0.667,0.416,0,0
MS-PS2-033,MS-PS2,conceptual,0.704,0.246,0,0
MS-PS2-042,MS-PS2,conceptual,0.704,0.246,0,0
MS-PS2-054,MS-PS2,applied,0.704,0.292,0,0
MS-PS2-016,MS-PS2,conceptual,0.778,0.314,0,0
MS-PS2-030,MS-PS2,conceptual,0.778,0.272,0,0
MS-PS2-041,MS-PS2,conceptual,0.778,0.222,0,0
MS-PS2-046,MS-PS2,applied,0.778,0.314,0,0
MS-PS2-088,MS-PS2,applied,0.778,0.272,0,0
MS-PS2-014,MS-PS2,recall,0.815,0.277,0,0
MS-PS2-020,MS-PS2,conceptual,0.815,0.319,0,0
MS-PS2-031,MS-PS2,conceptual,0.815,0.319,0,0
MS-PS2-045,MS-PS2,applied,0.815,0.355,0,0
MS-PS2-052,MS-PS2,applied,0.815,0.228,0,0
MS-PS2-061,MS-PS2,applied,0.815,0.319,0,0
MS-PS2-070,MS-PS2,conceptual,0.815,0.228,0,0
MS-PS2-081,MS-PS2,recall,0.815,0.277,0,0
MS-PS2-009,MS-PS2,recall,0.852,0.228,0,0
MS-PS2-019,MS-PS2,conceptual,0.852,0.319,0,0
MS-PS2-023,MS-PS2,conceptual,0.852,0.228,0,0
MS-PS2-057,MS-PS2,applied,0.852,0.228,0,0
MS-PS2-059,MS-PS2,applied,0.852,0.319,0,0
MS-PS2-069,MS-PS2,conceptual,0.852,0.166,0,0
MS-PS2-075,MS-PS2,applied,0.852,0.319,0,0
MS-PS2-092,MS-PS2,applied,0.852,0.228,0,0
MS-PS2-026,MS-PS2,conceptual,0.889,0.222,0,0
MS-PS2-040,MS-PS2,conceptual,0.889,0.157,0,0
MS-PS2-068,MS-PS2,recall,0.889,0.157,0,0
MS-PS2-078,MS-PS2,applied,0.889,0.157,0,0
MS-PS2-082,MS-PS2,recall,0.889,0.222,0,0
MS-PS2-090,MS-PS2,recall,0.889,0.157,0,0
MS-PS2-013,MS-PS2,recall,0.926,0.139,0,0
MS-PS2-017,MS-PS2,conceptual,0.926,0.21,0,0
MS-PS2-018,MS-PS2,conceptual,0.926,0.139,0,0
