question_id,area,standard,question_type,question,reference_answer,generator_model,fk_grade
MS-LS1-036,MS-LS1,MS-LS1-2,applied,"If a cell's membrane were completely destroyed, what do you predict would happen to the cell?","The cell would die because the cell membrane controls what enters and leaves the cell. Without it, harmful substances could flood in, essential materials would leak out, and the cell could no longer maintain the conditions needed to survive.",claude-4.6-sonnet-thinking,6.88
MS-LS1-037,MS-LS1,MS-LS1-2,applied,"During a long run, your leg muscles work very hard and need a lot of extra energy. Which organelle in your muscle cells would need to be the most active during the run?",The mitochondria would need to be most active because they produce the energy (ATP) that powers muscle contractions. Muscle cells have many mitochondria specifically because they require large amounts of energy.,claude-4.6-sonnet-thinking,6.22
MS-LS1-038,MS-LS1,MS-LS1-2,applied,"A cell needs to get rid of waste products building up inside it, but its vacuole is not working properly. What problem would the cell most likely face?","The cell would have trouble storing and removing waste materials, which could cause a buildup of toxic substances inside the cell. This would interfere with the cell's normal functions and could damage or kill the cell.",claude-4.6-sonnet-thinking,5.46
MS-LS1-039,MS-LS1,MS-LS1-3,applied,"When you start running, your leg muscles need more oxygen. What happens in your circulatory system to meet that need, and how does this show two body systems working together?","Your heart pumps faster, sending more blood (and oxygen) to the working muscle cells. This shows the muscular and circulatory systems interacting: the muscles signal a greater oxygen demand, and the circulatory system responds by increasing blood flow.",claude-4.6-sonnet-thinking,7.96
MS-LS1-040,MS-LS1,MS-LS1-3,applied,"If a person has a broken bone, their bone cells need extra calcium and protein to repair it. Which body system delivers those building materials to the bone cells, and how?",The circulatory system delivers nutrients—like calcium and protein absorbed from digested food—through the bloodstream to the bone cells. This shows the digestive and circulatory systems working together to support the skeletal system's healing.,claude-4.6-sonnet-thinking,7.96
MS-LS1-041,MS-LS1,MS-LS1-3,applied,"When you accidentally touch a hot stove, you pull your hand away almost instantly. Which two body systems work together to make that happen?","The nervous system detects the heat and sends a signal almost instantly to the muscular system, which contracts the arm muscles to pull the hand away. Without this interaction between subsystems, the response would be too slow to prevent a serious burn.",claude-4.6-sonnet-thinking,7.28
MS-LS1-042,MS-LS1,MS-LS1-3,applied,"A doctor says a patient's white blood cell count is very low. Predict what might happen if that patient gets a bacterial infection, and explain why in terms of cells and body systems.","White blood cells are part of the immune system and defend the body by attacking bacteria. With too few white blood cells, the immune system cannot fight the infection effectively, so the bacteria can multiply and damage other tissues and organ systems.",claude-4.6-sonnet-thinking,7.65
MS-LS1-043,MS-LS1,MS-LS1-4,applied,"A farmer plants two fields of apple trees — one near a bee habitat and one far away from it. Which field will most likely produce more apples, and why?","The field near the bee habitat will likely produce more apples because bees pollinate apple flowers by carrying pollen from one flower to another, which is necessary for fruit and seed production.",claude-4.6-sonnet-thinking,5.12
MS-LS1-044,MS-LS1,MS-LS1-4,applied,"A dandelion plant grows in a field and produces seeds with tiny, feathery parachutes. If a strong wind blows, how does this help the plant reproduce more successfully than if the seeds had no parachutes?","The feathery parachutes allow seeds to be carried far away by the wind, spreading them to new locations where they are less crowded and more likely to find good soil and sunlight, increasing the chances that some seeds will grow into new plants.",claude-4.6-sonnet-thinking,8.77
MS-LS1-045,MS-LS1,MS-LS1-4,applied,A bee visits a bright yellow flower with lots of nectar and then flies to another flower of the same species. How does the flower's color and nectar help ensure the plant reproduces?,"The bright color attracts the bee to the flower, and the nectar rewards the bee for visiting; while collecting nectar, the bee picks up pollen and carries it to another flower of the same species, allowing fertilization to occur and seeds to form.",claude-4.6-sonnet-thinking,8.01
MS-LS1-046,MS-LS1,MS-LS1-4,applied,"A cactus plant produces bright red fruits filled with seeds that birds love to eat. After a bird eats the fruit and flies away, what happens to the seeds, and why does this help the cactus reproduce?","The seeds pass through the bird's digestive system unharmed and are deposited in a new location through the bird's droppings, spreading the cactus seeds far from the parent plant where they can grow with less competition for water and nutrients.",claude-4.6-sonnet-thinking,6.3
MS-LS1-047,MS-LS1,MS-LS1-5,applied,"You plant two seeds from the same tomato plant — one in a sunny window and one in a dark closet. Both get the same water and soil. How will their growth be different, and what environmental factor explains this?","The plant in the sunny window will grow taller, produce more leaves, and be healthier because it has access to sunlight needed for photosynthesis. The plant in the dark closet will grow poorly or die because without light, it cannot produce the energy it needs to grow.",claude-4.6-sonnet-thinking,5.52
MS-LS1-048,MS-LS1,MS-LS1-5,applied,"A farmer gives one corn plant extra fertilizer but gives a genetically identical corn plant no fertilizer. Which plant do you predict will grow taller, and why?","The fertilized corn plant will likely grow taller because fertilizer provides extra nutrients like nitrogen that plants need for growth. Even though both plants have the same genes, the better environmental conditions give one plant the resources to grow more.",claude-4.6-sonnet-thinking,8.47
MS-LS1-049,MS-LS1,MS-LS1-5,applied,"Two genetically identical twin calves are born on the same farm. One is moved to a lush, nutrient-rich pasture and the other stays on a dry, overgrazed field. After a year, could they be different sizes even though they have the same DNA? Explain.","Yes, the calf on the nutrient-rich pasture will likely be larger because it has better access to food, an important environmental factor for growth. Having the same genes sets the potential for growth, but the environment determines how much of that potential is actually reached.",claude-4.6-sonnet-thinking,7.29
MS-LS1-050,MS-LS1,MS-LS1-6,applied,A student notices that fish in a well-lit aquarium with lots of live plants stay healthier than fish in a dark aquarium with no plants. How does photosynthesis explain this?,"The plants in the lit aquarium use photosynthesis to produce oxygen, which the fish need to breathe. Without light, the plants cannot photosynthesize and no oxygen is added to the water, making it harder for fish to survive.",claude-4.6-sonnet-thinking,8.75
MS-LS1-051,MS-LS1,MS-LS1-6,applied,"You eat a sandwich made with lettuce, and your body uses the energy from it. Where did that energy originally come from before it was in the lettuce?","The energy originally came from sunlight. The lettuce plant captured light energy through photosynthesis and stored it in sugar molecules, which then passed to you when you ate the lettuce.",claude-4.6-sonnet-thinking,7.57
MS-LS1-052,MS-LS1,MS-LS1-7,applied,A puppy doubles its body weight in just a few weeks by eating dog food. Where do the molecules that make up its new muscle and bone actually come from?,"The molecules in the dog food are broken apart and rearranged through chemical reactions, and some of those atoms are reassembled into new proteins, fats, and other materials that build the puppy's muscles, bones, and other tissues.",claude-4.6-sonnet-thinking,5.99
MS-LS1-053,MS-LS1,MS-LS1-7,applied,"Why does your body feel warm after you exercise, and what does that have to do with the food you ate earlier?","When your cells break down food molecules through chemical reactions to release energy, some of that energy is released as heat, which is why your body temperature rises and you feel warm during and after exercise.",claude-4.6-sonnet-thinking,8.01
MS-LS1-054,MS-LS1,MS-LS1-7,applied,A plant-eating caterpillar grows bigger every day by munching on leaves. How do the molecules in the leaf end up becoming part of the caterpillar's body?,"The caterpillar digests the leaf, breaking its molecules apart through chemical reactions, and then rearranges those atoms into new molecules — like proteins and fats — that become the caterpillar's own growing cells and tissues.",claude-4.6-sonnet-thinking,8.54
MS-LS1-055,MS-LS1,MS-LS1-7,applied,"If you go without eating for several hours, your body starts using stored fat for energy. What is actually happening to those fat molecules?","Your cells break down the stored fat molecules through chemical reactions, rearranging their atoms to release energy that your body can use to keep working, while releasing carbon dioxide and water as byproducts.",claude-4.6-sonnet-thinking,8.27
MS-LS1-056,MS-LS1,MS-LS1-8,applied,"When you first walk into a dark movie theater from bright sunlight, you can't see well, but after a few minutes your vision improves. How does this relate to sensory receptors?","Light receptors in your eyes called rods and cones adjust to the lower light level over time. As they adapt, they send clearer signals to the brain, allowing you to see better in the dim environment.",claude-4.6-sonnet-thinking,7.58
MS-LS2-001,MS-LS2,MS-LS2-1,recall,What is a limiting resource in an ecosystem?,"A limiting resource is any resource that is in short supply and restricts the growth, reproduction, or survival of organisms in an ecosystem.",claude-4.6-sonnet-thinking,8.18
MS-LS2-002,MS-LS2,MS-LS2-1,recall,What are the four basic resources that most organisms need to survive?,"Most organisms need food (energy), water, shelter, and space to survive.",claude-4.6-sonnet-thinking,7.77
MS-LS2-003,MS-LS2,MS-LS2-1,recall,What happens to a population when its food supply drops sharply?,"When a food supply drops sharply, the population typically decreases because individuals cannot get enough energy to survive and reproduce.",claude-4.6-sonnet-thinking,6.94
MS-LS2-004,MS-LS2,MS-LS2-2,recall,What is parasitism?,"Parasitism is a relationship where one organism (the parasite) benefits by living on or inside another organism (the host), which is harmed as a result.",claude-4.6-sonnet-thinking,5.25
MS-LS2-005,MS-LS2,MS-LS2-2,recall,What is an invasive species?,"An invasive species is a non-native organism that is introduced to a new ecosystem and causes harm by outcompeting, preying on, or disrupting native species.",claude-4.6-sonnet-thinking,5.24
MS-LS2-006,MS-LS2,MS-LS2-2,recall,What is a host in a parasitic relationship?,"A host is the organism that a parasite lives on or inside, and from which the parasite takes nutrients, usually causing harm to the host.",claude-4.6-sonnet-thinking,8.18
MS-LS2-007,MS-LS2,MS-LS2-3,recall,What does the term 'cycling of matter' mean in an ecosystem?,"Cycling of matter means that the same atoms and molecules, like carbon, nitrogen, and water, are used over and over again as they move through the living and nonliving parts of an ecosystem.",claude-4.6-sonnet-thinking,6.94
MS-LS2-008,MS-LS2,MS-LS2-3,recall,What happens to energy as it moves from one level of a food chain to the next?,"Energy is lost at each level of a food chain, mostly as heat, so less energy is available to organisms at higher levels.",claude-4.6-sonnet-thinking,5.62
MS-LS2-009,MS-LS2,MS-LS2-3,recall,What is the nitrogen cycle?,"The nitrogen cycle is the process by which nitrogen moves from the atmosphere into the soil and living organisms and then back to the atmosphere, often with the help of bacteria.",claude-4.6-sonnet-thinking,5.24
MS-LS2-010,MS-LS2,MS-LS2-4,recall,What is a limiting factor in an ecosystem?,"A limiting factor is any resource or condition that restricts the growth, size, or distribution of a population, such as food, water, space, or light.",claude-4.6-sonnet-thinking,8.18
MS-LS2-011,MS-LS2,MS-LS2-5,recall,What is a wildlife corridor?,"A wildlife corridor is a strip of natural habitat that connects separate patches of land, allowing animals to safely move between areas to find food, mates, and shelter.",claude-4.6-sonnet-thinking,5.24
MS-LS2-012,MS-LS2,MS-LS2-1,conceptual,Why does a rabbit population grow larger when there is more grass available to eat?,"When more food is available, more rabbits can survive and reproduce successfully. With enough energy from food, individual rabbits are healthier and can raise more offspring, so the overall population size increases.",claude-4.6-sonnet-thinking,8.35
MS-LS2-013,MS-LS2,MS-LS2-1,conceptual,Why does a population of deer stop growing even if there are no predators hunting them?,"Resources like food, water, and shelter are limited, so there is only enough to support a certain number of deer. Once the population reaches that limit, some deer cannot get enough resources to survive or reproduce, which stops further population growth.",claude-4.6-sonnet-thinking,8.35
MS-LS2-014,MS-LS2,MS-LS2-1,conceptual,Why do plants near a sunny clearing grow more densely than plants deep in a shaded forest?,"Plants need sunlight to make food through photosynthesis, so more sunlight allows more plants to get the energy they need to survive and reproduce. In shaded areas, limited light means fewer plants can successfully grow.",claude-4.6-sonnet-thinking,6.31
MS-LS2-015,MS-LS2,MS-LS2-1,conceptual,Why do two different species struggle when they both depend on the exact same food source?,"When two species need the same resource, they compete with each other for a limited supply. This competition means each species gets less food on average, which can slow their growth and reduce both populations.",claude-4.6-sonnet-thinking,6.88
MS-LS2-016,MS-LS2,MS-LS2-1,conceptual,How does a sudden increase in nutrients in a pond cause the fish population to change over time?,"Extra nutrients cause algae and aquatic plants to grow rapidly, which initially provides more food for small organisms that fish eat, so the fish population can grow. However, if algae overgrow and deplete oxygen in the water, fish populations can later crash.",claude-4.6-sonnet-thinking,8.47
MS-LS2-017,MS-LS2,MS-LS2-1,conceptual,Why do some bird species migrate to different regions when seasons change?,"As seasons change, food sources like insects or fruits become scarce in their current location. Birds migrate to areas where resources are still available so they can find enough food to survive.",claude-4.6-sonnet-thinking,6.79
MS-LS2-018,MS-LS2,MS-LS2-1,conceptual,Why do plants in a very crowded area grow shorter and produce fewer seeds than plants with more space around them?,"Plants growing close together compete for the same sunlight, water, and soil nutrients. When each plant gets less of these resources, it has less energy available to grow tall or produce seeds.",claude-4.6-sonnet-thinking,8.9
MS-LS2-019,MS-LS2,MS-LS2-2,conceptual,How does removing a keystone species change the rest of the ecosystem?,"A keystone species has an outsized effect on its ecosystem by controlling populations of other organisms. When it is removed, prey or competitor species can explode in number, which disrupts the food web and can cause other species to decline or disappear.",claude-4.6-sonnet-thinking,7.77
MS-LS2-020,MS-LS2,MS-LS2-2,conceptual,How does a decline in one plant species affect animals that don't even eat that plant?,"If a plant species declines, the animals that do eat it may decrease in number, causing the predators that eat those animals to also decline. This chain of effects moves through the food web and can impact organisms many links away from the original plant.",claude-4.6-sonnet-thinking,6.88
MS-LS2-021,MS-LS2,MS-LS2-3,conceptual,How do decomposers help cycle matter through an ecosystem?,"Decomposers like fungi and bacteria break down dead organisms and waste into simpler nutrients that return to the soil, where producers can absorb them and use them to build new living matter.",claude-4.6-sonnet-thinking,8.9
MS-LS2-022,MS-LS2,MS-LS2-3,conceptual,How does carbon move from the air into the body of an animal?,"Plants absorb carbon dioxide from the air during photosynthesis and use the carbon to build sugars and other organic molecules; when an animal eats the plant, that carbon becomes part of the animal's body.",claude-4.6-sonnet-thinking,5.82
MS-LS2-023,MS-LS2,MS-LS2-3,conceptual,Why is matter said to 'cycle' in an ecosystem while energy is said to 'flow'?,"Matter gets recycled over and over—the same atoms are used repeatedly by different organisms—but energy is not recycled; it enters as sunlight, is used by living things, and is eventually lost as heat.",claude-4.6-sonnet-thinking,7.57
MS-LS2-024,MS-LS2,MS-LS2-3,conceptual,How does burning wood release matter that was once part of a living tree back into the environment?,"Burning breaks apart the organic compounds in wood, releasing the carbon that was stored in the tree as carbon dioxide gas back into the atmosphere, where it can be used again by plants.",claude-4.6-sonnet-thinking,8.47
MS-LS2-025,MS-LS2,MS-LS2-3,conceptual,How does a cow eating grass allow energy from the sun to reach a human who later eats a hamburger?,"The grass captured solar energy through photosynthesis and stored it in its tissues; the cow transferred some of that stored energy into its own body by eating the grass, and the human then obtains some of that energy by eating the cow.",claude-4.6-sonnet-thinking,8.73
MS-LS2-026,MS-LS2,MS-LS2-4,conceptual,Why does a population of deer increase when wolves are removed from an ecosystem?,"Wolves are predators that keep the deer population in check by hunting them. Without wolves, fewer deer are eaten, so more deer survive and reproduce, causing the population to grow.",claude-4.6-sonnet-thinking,8.41
MS-LS2-027,MS-LS2,MS-LS2-4,conceptual,How does a drought affect the populations of animals that live in a pond?,"A drought reduces water levels, shrinking the habitat and decreasing the food and oxygen available. This causes populations of fish, amphibians, and other aquatic animals to decline because they cannot survive without enough water.",claude-4.6-sonnet-thinking,6.73
MS-LS2-028,MS-LS2,MS-LS2-4,conceptual,Why do populations of small animals like mice tend to decrease when a forest is cleared?,"Clearing a forest removes the trees that provide shelter, nesting sites, and food sources like seeds and insects. Without these resources, mice and other small animals cannot find enough food or protection, so their populations shrink.",claude-4.6-sonnet-thinking,7.61
MS-LS2-029,MS-LS2,MS-LS2-4,conceptual,Why does a population of rabbits drop when a new disease spreads through their group?,"A disease is a biological change that kills individuals or weakens them so they cannot reproduce as successfully. As more rabbits die from the illness than are born, the overall population size decreases.",claude-4.6-sonnet-thinking,5.99
MS-LS2-030,MS-LS2,MS-LS2-4,conceptual,Why do populations of birds that eat insects increase when a wetland is restored?,"Restoring a wetland brings back the habitat that supports large numbers of insects. More insects mean more food is available for insectivorous birds, allowing their populations to grow.",claude-4.6-sonnet-thinking,7.57
MS-LS2-031,MS-LS2,MS-LS2-1,applied,"If a drought dries up most of the water in a pond, what would likely happen to the frog population living there?","The frog population would likely decrease because frogs need water to survive, reproduce, and find food. With less water available, many frogs would die or move away, reducing the population size.",claude-4.6-sonnet-thinking,8.54
MS-LS2-032,MS-LS2,MS-LS2-1,applied,A farmer plants the same crop on the same field every year without adding nutrients back to the soil. What would you predict happens to the crop yield over time?,"The crop yield would likely decrease over time because the plants use up nutrients like nitrogen from the soil. As those nutrients become scarce, the plants grow less successfully and produce less food.",claude-4.6-sonnet-thinking,5.99
MS-LS2-033,MS-LS2,MS-LS2-1,applied,"A lake is filled with nutrients from fertilizer runoff, causing algae to grow so thick it blocks sunlight. How would this affect the fish living in the lake?","Fish populations would likely decrease because the thick algae blocks sunlight, killing underwater plants that fish depend on for food and oxygen. Less oxygen in the water can also cause fish to suffocate and die.",claude-4.6-sonnet-thinking,6.31
MS-LS2-034,MS-LS2,MS-LS2-1,applied,"Two rabbit populations live in separate fields. One field has plenty of clover and grass, while the other field has very little vegetation. Which population would you expect to grow larger, and why?",The rabbit population in the field with plenty of clover and grass would grow larger because more food means more rabbits can survive and reproduce. Limited food in the other field keeps that population small.,claude-4.6-sonnet-thinking,7.29
MS-LS2-035,MS-LS2,MS-LS2-1,applied,A coral reef starts to bleach and die due to warming ocean temperatures. How would this affect the many fish species that depend on the reef for shelter and food?,"Fish populations that depend on the coral reef would likely decline because they would lose their habitat and food sources. Without the reef for shelter, fish become more vulnerable to predators and may not survive or reproduce as well.",claude-4.6-sonnet-thinking,5.99
MS-LS2-036,MS-LS2,MS-LS2-1,applied,"A city park has a large flock of pigeons, but the park workers stop leaving out birdseed. What would you predict happens to the pigeon population in that park?","The pigeon population in the park would likely decrease because one of their key food sources has been removed. With less food available, some pigeons would starve or move to other areas where food is easier to find.",claude-4.6-sonnet-thinking,6.34
MS-LS2-037,MS-LS2,MS-LS2-1,applied,"In a tide pool, there are many sea stars competing for the same limited supply of mussels. What would you expect to happen to the sea star population if the mussel supply suddenly drops in half?","The sea star population would likely decrease because there would not be enough mussels to feed all of them. With limited food, some sea stars would starve, causing the population to shrink until it can be supported by the remaining mussels.",claude-4.6-sonnet-thinking,8.47
MS-LS2-038,MS-LS2,MS-LS2-2,applied,A pond ecosystem and a grassland ecosystem both lose their top predators. Would you expect a similar pattern to happen in both places?,"Yes, you would expect a similar pattern in both places. When top predators are removed, the prey animals they used to control tend to increase in number, which then causes the plants or organisms those prey eat to decrease.",claude-4.6-sonnet-thinking,8.39
MS-LS2-039,MS-LS2,MS-LS2-2,applied,"Rabbits in a meadow depend on grass for food. If a drought kills much of the grass one summer, what do you predict happens to the rabbit population that season?","The rabbit population would likely decrease because there is less food available. With fewer resources, some rabbits may starve or move to other areas, causing the population to drop.",claude-4.6-sonnet-thinking,6.39
MS-LS2-040,MS-LS2,MS-LS2-2,applied,A farmer removes all the snakes from a crop field to feel safer. What pattern of interactions would you predict follows that decision?,"Without snakes to eat them, the rodent population in the field would likely increase. More rodents would eat more of the farmer's crops, leading to greater crop damage.",claude-4.6-sonnet-thinking,6.34
MS-LS2-041,MS-LS2,MS-LS2-2,applied,"In the ocean, tiny plants called phytoplankton are eaten by small shrimp-like creatures called krill, which are then eaten by whales. If an oil spill kills most of the phytoplankton, what do you predict happens to the krill and whales?","With less phytoplankton to eat, the krill population would decrease. As krill becomes scarce, the whales that depend on krill for food would also struggle and their numbers could decline.",claude-4.6-sonnet-thinking,8.44
MS-LS2-042,MS-LS2,MS-LS2-3,applied,"If all the plants in a pond died, what would happen to the energy available for the fish that live there?","The fish would have much less energy available because plants are the producers that capture sunlight and transfer energy to other organisms. Without plants, the food chain collapses and fish populations would decline or die off.",claude-4.6-sonnet-thinking,7.77
MS-LS2-043,MS-LS2,MS-LS2-3,applied,"A volcanic eruption covers a field with thick ash, killing all the plants. How does this affect the flow of energy through that ecosystem?","Energy flow is disrupted because the plants, which are the producers that capture sunlight, are destroyed. Consumers like insects and rabbits lose their food source, so energy cannot move through the food chain until new plants grow back.",claude-4.6-sonnet-thinking,6.79
MS-LS2-044,MS-LS2,MS-LS2-3,applied,A lake receives a large amount of nitrogen runoff from nearby farms. How might this change the cycling of matter in the lake?,"The extra nitrogen acts like fertilizer, causing algae to grow rapidly in a process called eutrophication. When the algae die and decompose, decomposers use up the oxygen in the water, which can suffocate fish and disrupt the normal matter cycle.",claude-4.6-sonnet-thinking,5.31
MS-LS2-045,MS-LS2,MS-LS2-3,applied,"If a disease killed off most of the rabbits in a meadow, how would that affect the grass and the foxes that eat the rabbits?","With fewer rabbits eating the grass, the grass would likely grow more abundantly. The foxes, however, would have less food available, so their population would likely decrease as well.",claude-4.6-sonnet-thinking,8.79
MS-LS2-046,MS-LS2,MS-LS2-4,applied,A farmer sprays pesticides on crops and kills most of the insects in a nearby field. What would most likely happen to the population of birds that eat those insects?,"The bird population would likely decrease because their food source has been greatly reduced. With less food available, fewer birds would survive and reproduce.",claude-4.6-sonnet-thinking,6.39
MS-LS2-047,MS-LS2,MS-LS2-4,applied,"A beaver dam blocks a stream and creates a pond where there was once a fast-moving river. How would this physical change affect fish species that need fast-moving, oxygen-rich water?",Those fish populations would decline in that area because the still pond water has less oxygen and different conditions than they need to survive. They would either move to find suitable habitat or die off locally.,claude-4.6-sonnet-thinking,7.57
MS-LS2-048,MS-LS2,MS-LS2-4,applied,A drought hits a grassland and dries up most of the water sources. What would happen to the rabbit population living there?,"The rabbit population would likely decrease because without enough water, the grass and plants they eat would die off, leaving less food available. Rabbits would also suffer from dehydration directly.",claude-4.6-sonnet-thinking,5.33
MS-LS2-049,MS-LS2,MS-LS2-4,applied,Invasive zebra mussels spread through a lake and eat most of the tiny plankton. What would happen to the small fish that also feed on that plankton?,The small fish population would likely decrease because their food supply has been reduced by the zebra mussels. Less food means fewer fish can survive and reproduce.,claude-4.6-sonnet-thinking,5.41
MS-LS2-050,MS-LS2,MS-LS2-4,applied,A wildfire burns through a forest and destroys most of the trees. How would this affect the population of squirrels that depend on the trees for food and shelter?,The squirrel population would drop significantly because they lost both their food source (acorns and nuts) and their nesting sites. Many squirrels would die or be forced to migrate to other areas.,claude-4.6-sonnet-thinking,6.34
MS-LS2-051,MS-LS2,MS-LS2-4,applied,Wolves are reintroduced into a national park where they had been absent for decades. What would most likely happen to the deer population in that park?,"The deer population would likely decrease because wolves are predators that hunt and eat deer. With more predators hunting them, fewer deer would survive, bringing their numbers down.",claude-4.6-sonnet-thinking,7.18
MS-LS2-052,MS-LS2,MS-LS2-5,applied,A city wants to build a new parking lot on an empty field that is home to wildflowers and pollinators. A designer suggests adding a rooftop garden on a nearby building instead. How would the rooftop garden help maintain ecosystem services compared to paving the field?,"The rooftop garden would preserve habitat for pollinators and help with services like air purification and stormwater absorption, while paving the field would eliminate those services entirely. The rooftop garden is a better design solution because it keeps ecosystems functioning in an urban area.",claude-4.6-sonnet-thinking,8.86
MS-LS2-053,MS-LS2,MS-LS2-5,applied,"A neighborhood wants to control flooding in a local park. One design paves the area with asphalt, and another design creates a rain garden filled with native plants. Which design better supports ecosystem services?","The rain garden filled with native plants better supports ecosystem services because the plants absorb rainwater, filter pollutants, and provide habitat for insects and birds. Asphalt prevents water absorption and eliminates plant and animal habitat.",claude-4.6-sonnet-thinking,8.61
MS-LS2-054,MS-LS2,MS-LS2-5,applied,A school has a grass lawn that is mowed every week. A student proposes replacing part of it with a native wildflower meadow. How would the wildflower meadow better support biodiversity compared to the mowed lawn?,"A native wildflower meadow provides food and shelter for pollinators, birds, and insects that a short mowed lawn cannot support. The variety of plants in the meadow creates a more complex habitat, which supports more species than a single type of grass.",claude-4.6-sonnet-thinking,8.1
MS-LS2-055,MS-LS2,MS-LS2-5,applied,"A coastal town is losing its beach to erosion. One plan builds a concrete seawall, and another plan restores the natural sand dunes with native grasses. Which plan better maintains both shoreline protection and biodiversity?",Restoring natural sand dunes with native grasses better maintains both shoreline protection and biodiversity because the plant roots hold sand in place while also providing nesting habitat for shorebirds and insects. Concrete seawalls protect the shore but destroy natural habitat and do not support wildlife.,claude-4.6-sonnet-thinking,8.51
MS-LS2-056,MS-LS2,MS-LS2-5,applied,"A rancher wants to protect cattle from wolves. One solution is to shoot wolves in the area, and another is to use guard dogs and fenced enclosures at night. Which solution better maintains local biodiversity?",Using guard dogs and fenced enclosures better maintains local biodiversity because wolves are kept alive and can continue their role as predators that control prey populations and keep the ecosystem balanced. Shooting wolves reduces biodiversity and can cause prey populations to grow out of control.,claude-4.6-sonnet-thinking,7.84
MS-LS3-001,MS-LS3,MS-LS3-1,recall,What is the relationship between a gene and a protein?,A gene provides the instructions (the sequence of DNA bases) that a cell uses to build a specific protein.,claude-4.6-sonnet-thinking,6.01
MS-LS3-002,MS-LS3,MS-LS3-1,recall,What type of mutation removes a DNA base from a gene?,A deletion mutation removes one or more bases from the DNA sequence of a gene.,claude-4.6-sonnet-thinking,5.86
MS-LS3-003,MS-LS3,MS-LS3-1,recall,What is a neutral mutation?,A neutral mutation is a change in DNA that does not noticeably help or harm the organism — it has no significant effect on the protein's function or the organism's survival.,claude-4.6-sonnet-thinking,5.24
MS-LS3-004,MS-LS3,MS-LS3-1,recall,What is a harmful mutation?,"A harmful mutation is a change in DNA that produces a protein that does not function properly, which can damage the organism's health or reduce its ability to survive.",claude-4.6-sonnet-thinking,5.24
MS-LS3-005,MS-LS3,MS-LS3-1,recall,Where are chromosomes located in a cell?,Chromosomes are located in the nucleus of the cell.,claude-4.6-sonnet-thinking,5.68
MS-LS3-006,MS-LS3,MS-LS3-1,recall,What is sickle cell disease an example of?,"Sickle cell disease is an example of a harmful mutation — a single base substitution in the gene for hemoglobin causes the protein to be misshapen, which makes red blood cells sickle-shaped and unable to carry oxygen properly.",claude-4.6-sonnet-thinking,5.23
MS-LS3-007,MS-LS3,MS-LS3-1,recall,What does it mean when a mutation is 'heritable'?,A heritable mutation is one that occurs in reproductive cells (sperm or egg) and can be passed on from a parent to offspring.,claude-4.6-sonnet-thinking,6.28
MS-LS3-008,MS-LS3,MS-LS3-1,recall,What is one example of something that can cause a mutation?,"Mutations can be caused by environmental factors such as ultraviolet (UV) radiation from the sun, certain chemicals, or they can occur randomly during DNA copying.",claude-4.6-sonnet-thinking,5.86
MS-LS3-009,MS-LS3,MS-LS3-1,recall,What is the term for the complete set of genetic instructions found in an organism?,The complete set of genetic instructions in an organism is called its genome.,claude-4.6-sonnet-thinking,8.35
MS-LS3-010,MS-LS3,MS-LS3-1,recall,"If a mutation changes the instructions for a protein, what might happen to the protein?","The mutation may cause the protein to be built with a different amino acid sequence, which can change its shape and prevent it from working correctly.",claude-4.6-sonnet-thinking,8.35
MS-LS3-011,MS-LS3,MS-LS3-2,recall,What is meiosis?,"Meiosis is a type of cell division that produces gametes (sperm and egg cells), each containing half the number of chromosomes of the original cell.",claude-4.6-sonnet-thinking,5.25
MS-LS3-012,MS-LS3,MS-LS3-2,recall,How many chromosomes do human body cells typically have?,"Human body cells typically have 46 chromosomes, arranged in 23 pairs.",claude-4.6-sonnet-thinking,8.9
MS-LS3-013,MS-LS3,MS-LS3-2,recall,What is budding in terms of reproduction?,"Budding is a form of asexual reproduction in which a new organism grows as an outgrowth (bud) from the parent organism, such as in hydra or yeast.",claude-4.6-sonnet-thinking,5.68
MS-LS3-014,MS-LS3,MS-LS3-2,recall,What does it mean for offspring to be 'genetically identical'?,"Genetically identical means that two organisms have exactly the same DNA sequence, so they carry the same genetic information.",claude-4.6-sonnet-thinking,8.37
MS-LS3-015,MS-LS3,MS-LS3-1,conceptual,Why are some mutations harmful to an organism?,"Some mutations change a protein so that it can no longer do its job or causes it to malfunction. This can disrupt important body functions, leading to disease or death.",claude-4.6-sonnet-thinking,8.18
MS-LS3-016,MS-LS3,MS-LS3-1,conceptual,How can a single change in just one DNA base lead to a serious disease?,"Even one base change can swap one amino acid for another in a protein, which can drastically change the protein's shape and prevent it from functioning correctly, causing disease.",claude-4.6-sonnet-thinking,6.78
MS-LS3-017,MS-LS3,MS-LS3-1,conceptual,Why do mutations on chromosomes get passed down from parents to offspring?,"Chromosomes are copied and passed to offspring during reproduction. If a parent's chromosome carries a mutation in a gene, that altered gene is included in the copy passed to the child.",claude-4.6-sonnet-thinking,6.79
MS-LS3-018,MS-LS3,MS-LS3-1,conceptual,"How do chromosomes relate to genes, and why does that matter for mutations?","Chromosomes are long strands of DNA that contain many genes. A mutation is a change in the DNA sequence within a gene on a chromosome, so the location of the mutation on a chromosome determines which gene and protein are affected.",claude-4.6-sonnet-thinking,6.73
