question_id,area,standard,question_type,question,reference_answer,generator_model,fk_grade,judge_Gemini Flash 3,judge_Nemotron 3 Super 120b a12,judge_OSS 120b,rationale_Gemini Flash 3,rationale_Nemotron 3 Super 120b a12,rationale_OSS 120b,majority_label,human_review_flag
MS-PS2-023,MS-PS2,MS-PS2-2,conceptual,Why doesn't an object move if you push on it but someone else pushes back with equal force?,"When two equal forces act in opposite directions on an object, they cancel out and the net force is zero. With no net force, there is no change in the object's motion.",claude-4.6-sonnet-thinking,6.51,1,1,1,"The answer correctly explains that balanced forces result in a net force of zero, which, according to the principles of physics required by the standard, leads to no change in the object's motion.","The answer correctly explains that equal and opposite forces produce zero net force, resulting in no change in motion, which satisfies MS-PS2-2.","The answer correctly explains that equal opposite forces produce a zero net force, so there is no change in motion, directly addressing the question.",1,0
MS-PS2-024,MS-PS2,MS-PS2-2,conceptual,How does the net force on an object determine the direction it will accelerate?,"An object accelerates in the same direction as the net (total) force acting on it. If forces from multiple directions are added together, the object moves in the direction of the combined result.",claude-4.6-sonnet-thinking,8.41,1,1,1,"The answer correctly states that the direction of acceleration is the same as the direction of the net force, which directly answers the question.","The answer correctly states that acceleration follows the direction of the net force, aligning with Newton’s second law and the standard’s focus on force‑mass‑motion relationships.","The answer correctly states that acceleration is in the same direction as the net force, adequately addressing how the net force determines acceleration direction.",1,0
MS-PS2-025,MS-PS2,MS-PS2-2,conceptual,Why is it harder to stop a bowling ball rolling toward you than a tennis ball rolling at the same speed?,"The bowling ball has much more mass, so a greater force is needed to change its motion and bring it to a stop. More mass means the object resists changes in motion more strongly.",claude-4.6-sonnet-thinking,7.77,1,1,1,"The answer correctly explains the relationship between mass and the force required to change an object's motion, directly addressing the core concept of standard MS-PS2-2.","The answer correctly explains that greater mass requires greater force to change motion, aligning with the standard's focus on force, mass, and motion change.","The answer correctly explains that the greater mass of the bowling ball gives it more inertia, requiring a larger force to stop it, which aligns with the standard.",1,0
MS-PS2-026,MS-PS2,MS-PS2-2,conceptual,Why does a feather fall more slowly than a rock even though gravity pulls both downward?,"Air resistance pushes upward on both objects, but it has a much bigger effect on the feather because of its shape and low mass. This reduces the net downward force on the feather, causing it to accelerate more slowly.",claude-4.6-sonnet-thinking,6.88,1,1,1,"The answer accurately explains how air resistance acts as an opposing force to gravity, reducing the net force and resulting acceleration in accordance with the MS-PS2-2 standard.","The answer correctly explains that air resistance creates an upward force that reduces net downward force more on the feather due to its low mass and shape, leading to slower acceleration.","The answer correctly explains that greater air resistance relative to the feather's low mass reduces its net downward force and acceleration, addressing the core concept of forces and mass affecting motion.",1,0
MS-PS2-027,MS-PS2,MS-PS2-2,conceptual,How does increasing the mass of an object affect its acceleration if the net force stays the same?,Increasing the mass decreases the acceleration because the same net force is now spread over more mass. The object responds less to the same push or pull.,claude-4.6-sonnet-thinking,8.47,1,1,1,"The answer accurately describes the inverse relationship between mass and acceleration when force is constant, which aligns with the core concepts of Newton's second law as required by standard MS-PS2-2.","The answer correctly states that increasing mass reduces acceleration when net force is constant, aligning with Newton’s second law.","The answer correctly states that acceleration decreases when mass increases while net force remains constant, aligning with Newton's second law.",1,0
MS-PS2-028,MS-PS2,MS-PS2-3,conceptual,Why does a magnet lose its pulling power on a paper clip as you move it farther away?,"Magnetic force gets weaker as distance increases. The farther apart the magnet and the paper clip are, the less the magnetic field acts on the clip, so the pulling force decreases.",claude-4.6-sonnet-thinking,7.16,1,1,1,"The answer accurately identifies distance as a key factor affecting the strength of magnetic forces, which is central to the MS-PS2-3 standard.","The answer correctly explains that magnetic force decreases with distance, directly addressing the factor affecting magnetic force strength as required by the standard.","The answer correctly explains that magnetic force (and the magnetic field) weakens with increased distance, which directly answers why the magnet’s pulling power decreases.",1,0
MS-PS2-029,MS-PS2,MS-PS2-3,conceptual,Why does a stronger magnet pick up more paper clips than a weaker one?,"A stronger magnet produces a more powerful magnetic field, which exerts a greater force on nearby magnetic objects. More force means it can lift more weight.",claude-4.6-sonnet-thinking,5.04,1,1,1,"The answer accurately explains that a stronger magnet has a more powerful field that exerts a greater force, which is the underlying physical reason it can lift more weight.","The answer correctly explains that a stronger magnet creates a greater magnetic field and force, allowing it to lift more paper clips, which directly addresses the factor affecting magnetic force strength.","The answer correctly explains that a stronger magnet generates a stronger magnetic field, producing a greater force that can lift more paper clips.",1,0
MS-PS2-030,MS-PS2,MS-PS2-3,conceptual,Why can a charged comb pick up tiny pieces of paper even without touching them?,A charged object creates an electric field around it that can attract neutral or oppositely charged objects nearby. The electric force acts across the small gap between the comb and the paper pieces.,claude-4.6-sonnet-thinking,6.78,1,1,1,"The answer accurately identifies that an electric field allows the electric force to act as a non-contact force, attracting the paper across a distance.","The answer correctly states that a charged comb creates an electric field that exerts an attractive electric force on neutral paper pieces, explaining the non‑contact pickup.",The answer correctly explains that the comb’s electric field induces attraction of nearby neutral paper via electrostatic force across the gap.,1,0
MS-PS2-031,MS-PS2,MS-PS2-3,conceptual,Why does a charged balloon stick to a wall more strongly right after you rub it compared to an hour later?,"Over time, the extra charges on the balloon slowly transfer to the air or the wall, reducing the balloon's charge. Less charge means a weaker electric force, so the attraction to the wall decreases.",claude-4.6-sonnet-thinking,7.77,1,1,1,The answer accurately identifies that the magnitude of charge is a factor affecting the strength of electric force and explains why the charge decreases over time.,"The answer correctly explains that the balloon's charge dissipates over time, reducing the electric force and thus its attraction to the wall, which directly addresses the factor affecting force strength.","The answer correctly explains that charge loss over time weakens the electric attraction, addressing the key factor affecting the force.",1,0
MS-PS2-032,MS-PS2,MS-PS2-3,conceptual,Why is it harder for a magnet to attract a piece of iron through a thick book than through a thin sheet of paper?,"As the distance between the magnet and the iron increases, the magnetic force weakens. A thicker book increases that effective distance more than a thin sheet, reducing the force significantly.",claude-4.6-sonnet-thinking,8.03,1,1,1,"The answer accurately identifies distance as the primary factor affecting magnetic force strength, which directly addresses the scenario and the core concept of the standard.","The answer correctly identifies that increasing distance (via a thicker book) weakens magnetic force, which adequately addresses the factor affecting magnetic strength for this standard.","The answer correctly explains that increased distance due to the thicker book weakens the magnetic force, which adequately addresses the question.",1,0
MS-PS2-033,MS-PS2,MS-PS2-3,conceptual,Why does putting two magnets together with the same poles facing each other make them push apart so hard?,"Like magnetic poles repel each other, and the force between them grows stronger as the poles get closer together. Pressing them close increases the repulsive magnetic force acting between them.",claude-4.6-sonnet-thinking,7.97,1,1,1,"The answer accurately identifies the repulsion of like poles and the inverse relationship between distance and magnetic force strength, which aligns with the requirements of the standard.","The answer correctly states that like poles repel and that the repulsive force increases as the magnets are brought closer, addressing the factors affecting magnetic force strength.","The answer correctly explains that like poles repel and that the repulsive force increases as the magnets are brought closer, addressing the key factor affecting force strength.",1,0
MS-PS2-034,MS-PS2,MS-PS2-3,conceptual,Why does an electromagnet stop working when you turn off the electric current?,"The magnetic field around an electromagnet is produced by moving electric charges. When the current stops, there are no more moving charges, so the magnetic field disappears and the force on nearby objects drops to zero.",claude-4.6-sonnet-thinking,8.54,1,1,1,"The answer accurately explains that moving electric charges create the magnetic field, and removing the current eliminates the field, which is a core concept for understanding the factors affecting electromagnetic strength.","The answer correctly explains that an electromagnet's magnetic field depends on moving charges (current), and removing the current eliminates the field, which aligns with the standard.","The answer correctly explains that the magnetic field disappears when the current stops, which is the key reason the electromagnet ceases to work.",1,0
MS-PS2-036,MS-PS2,MS-PS2-4,conceptual,"Why do larger, more massive stars pull nearby objects more strongly than smaller stars do?",Gravitational force increases as the masses of the interacting objects increase. A more massive star exerts a greater attractive gravitational force on nearby objects than a less massive star would.,claude-4.6-sonnet-thinking,6.78,1,1,1,"The answer correctly identifies that gravitational force is directly proportional to mass, which accurately explains the phenomenon described in the question according to the standard.","The answer correctly states that gravitational force increases with the masses of the interacting objects, directly explaining why more massive stars exert a stronger pull on nearby objects.","The answer correctly states that gravitational force depends on the masses of the objects, explaining why a more massive star pulls more strongly, which satisfies the standard.",1,0
MS-PS2-038,MS-PS2,MS-PS2-4,conceptual,"Why do all objects, regardless of their mass, fall toward Earth due to gravity?","Gravity attracts all objects with mass toward Earth. While heavier objects experience a greater gravitational force, they also have more mass to accelerate, so all objects fall at the same rate in the absence of air resistance.",claude-4.6-sonnet-thinking,6.73,1,1,1,The answer correctly identifies gravity as an attractive force and explains why objects fall at the same rate by addressing the proportional relationship between gravitational force and mass.,"The answer correctly explains that gravity attracts all masses and that the increased force on heavier objects is balanced by their greater inertia, resulting in the same acceleration for all objects, thus fully addressing why objects fall toward Earth regardless of mass.","The answer correctly explains that gravity attracts all masses and that despite larger force on heavier objects, acceleration is mass‑independent, leading to equal fall rates absent air resistance.",1,0
MS-PS2-039,MS-PS2,MS-PS2-5,conceptual,Why can a magnet push or pull another magnet even when they are not touching?,"A magnet creates a magnetic field in the space around it. When another magnet enters that field, the field exerts a force on it, allowing the push or pull to happen without any physical contact.",claude-4.6-sonnet-thinking,6.78,1,1,1,"The answer correctly identifies the magnetic field as the mechanism that allows magnets to exert forces on each other without physical contact, which directly addresses the core concept of standard MS-PS2-5.","The answer correctly explains that a magnet's magnetic field exerts a force on another magnet at a distance, which aligns with the standard's focus on non‑contact forces via fields.","The answer correctly explains that a magnetic field extends into space and exerts a force on another magnet, accounting for the push/pull without contact.",1,0
MS-PS2-040,MS-PS2,MS-PS2-5,conceptual,How does gravity pull you toward Earth even though nothing physical connects you to the ground?,"Earth has a gravitational field that extends through space around it. This field exerts a pulling force on any object with mass that is within the field, even without direct contact.",claude-4.6-sonnet-thinking,8.35,1,1,1,"The answer accurately identifies the gravitational field as the mechanism for the non-contact force, which is the core concept required by the MS-PS2-5 standard.","The answer correctly explains that Earth's gravitational field exerts a force on mass without physical contact, which matches the standard's focus on field-mediated forces.","The answer correctly explains that Earth's gravitational field exerts a force without physical contact, meeting the standard.",1,0
MS-PS2-041,MS-PS2,MS-PS2-5,conceptual,Why does a compass needle point north even when it is not touching anything magnetic?,"Earth's magnetic field extends through space and reaches the compass. The needle is a small magnet, so Earth's magnetic field exerts a force on it, rotating it to align with the field's direction.",claude-4.6-sonnet-thinking,8.35,1,1,1,"The answer correctly identifies that a magnetic field exerts a non-contact force on the needle, which accurately explains how objects interact through fields as required by the MS-PS2-5 standard.","The answer correctly explains that Earth's magnetic field, a non‑contact force, acts on the compass needle, aligning it northward.","The answer correctly explains that Earth's magnetic field acts on the magnetized needle, causing it to align north without contact.",1,0
MS-PS2-042,MS-PS2,MS-PS2-5,conceptual,Why do two positively charged balloons push each other away even when they are not touching?,"Each charged balloon creates an electric field in the surrounding space. When the two fields interact, like charges repel each other, creating a pushing force across the gap between them.",claude-4.6-sonnet-thinking,8.35,1,1,1,"The answer accurately explains that electric fields mediate the non-contact repulsive force between like-charged objects, which directly addresses the core requirement of standard MS-PS2-5.","The answer correctly states that each charged balloon creates an electric field that exerts a repulsive force on the other's charge, demonstrating a non‑contact force via fields as required by the standard.","The answer correctly explains that each balloon creates an electric field and that the repulsive force between like charges acts across the gap, meeting the standard.",1,0
MS-PS2-043,MS-PS2,MS-PS2-5,conceptual,How can you tell that a magnetic field exists even though you cannot see it?,"You can observe the effects of the field, such as iron filings arranging into patterns around a magnet or a compass needle deflecting. These observable effects provide evidence that the field is present even though it is invisible.",claude-4.6-sonnet-thinking,5.99,1,1,1,"The answer correctly identifies observable evidence, such as iron filings and compass movement, that proves the existence of a magnetic field through non-contact forces as required by the standard.","The answer correctly explains that magnetic fields are detected via observable effects such as iron filings patterns or compass needle deflection, providing evidence of an invisible field.","The answer correctly explains that observable effects (iron filings, compass deflection) reveal an invisible magnetic field, meeting the standard.",1,0
MS-PS2-044,MS-PS2,MS-PS2-1,applied,"Two shopping carts collide in a grocery store parking lot. If cart A pushes on cart B with 20 newtons of force, how much force does cart B push back on cart A?",Cart B pushes back on cart A with exactly 20 newtons of force in the opposite direction. Newton's Third Law says the forces in a collision are always equal in size and opposite in direction.,claude-4.6-sonnet-thinking,5.15,1,1,1,The answer accurately applies Newton's Third Law by stating that the reaction force is equal in magnitude and opposite in direction to the action force during a collision.,"The answer correctly applies Newton's Third Law by stating that cart B exerts an equal‑magnitude, opposite‑direction force of 20 N on cart A.","The answer correctly applies Newton's Third Law, stating that cart B exerts an equal (20 N) and opposite force on cart A.",1,0
MS-PS2-045,MS-PS2,MS-PS2-1,applied,A small car and a large truck collide head-on. Which vehicle experiences the greater force from the crash?,"Both vehicles experience the exact same amount of force, just in opposite directions. Even though the truck is bigger, Newton's Third Law means the force the car exerts on the truck equals the force the truck exerts on the car.",claude-4.6-sonnet-thinking,5.62,1,1,1,"The answer correctly applies Newton's Third Law by stating that the forces exerted between the two objects are equal in magnitude and opposite in direction, regardless of their relative masses.","The answer correctly applies Newton's Third Law, stating that both vehicles experience equal-magnitude forces in opposite directions, which directly addresses the question.","The answer correctly states that both vehicles experience equal magnitude forces in opposite directions, aligning with Newton's Third Law.",1,0
MS-PS2-046,MS-PS2,MS-PS2-1,applied,"Two ice skaters push off each other and glide in opposite directions. If skater A is much heavier than skater B, will they feel different forces during the push?","No, they feel the same size force during the push — just in opposite directions. However, because skater B is lighter, that equal force causes skater B to accelerate more and move away faster than the heavier skater A.",claude-4.6-sonnet-thinking,7.56,1,1,1,"The answer correctly identifies that Newton's Third Law requires the forces to be equal in magnitude and opposite in direction, while also correctly noting that different masses result in different accelerations.","The answer correctly applies Newton's third law (equal and opposite forces) and explains the resulting different motions using Newton's second law, fully addressing the question.","The answer correctly states that the forces are equal and opposite despite mass differences, and explains the resulting difference in acceleration, fully addressing the question.",1,0
MS-PS2-047,MS-PS2,MS-PS2-1,applied,"Two students on skateboards roll toward each other and collide. After the collision, one student is pushed backward. What happens to the other student?","The other student is also pushed backward, in the opposite direction. During the collision, each student exerts an equal and opposite force on the other, so both are pushed away from the point of impact.",claude-4.6-sonnet-thinking,5.72,1,1,1,"The answer accurately applies Newton's Third Law by explaining that equal and opposite forces act on both students, causing them to move away from each other after the collision.","The answer correctly applies Newton's Third Law by stating that equal and opposite forces cause both students to move backward away from the impact, which fully addresses the question.","The answer correctly states that both students experience equal and opposite forces, so the other student is also pushed backward, fulfilling the Newton's Third Law requirement.",1,0
MS-PS2-048,MS-PS2,MS-PS2-1,applied,"In a game of pool, a cue ball rolls and smashes directly into a stationary ball. Using Newton's Third Law, what happens to the cue ball right at the moment of impact?","At the moment of impact, the stationary ball pushes back on the cue ball with an equal and opposite force. This reaction force slows the cue ball down, and in a direct hit the cue ball can nearly stop while the stationary ball rolls forward.",claude-4.6-sonnet-thinking,6.88,1,1,1,The answer accurately applies Newton's Third Law by identifying the equal and opposite reaction force exerted on the cue ball and explaining how that force affects its motion.,"The answer correctly describes the equal and opposite reaction force acting on the cue ball at impact, which aligns with Newton's Third Law.","The answer correctly applies Newton's Third Law, stating the equal and opposite reaction force that decelerates the cue ball, which is the key concept required.",1,0
MS-PS2-049,MS-PS2,MS-PS2-2,applied,"If you push a shopping cart that is full of groceries and one that is empty with the same force, which one speeds up faster?","The empty cart speeds up faster because it has less mass. With the same force applied, a smaller mass results in a greater acceleration.",claude-4.6-sonnet-thinking,8.32,1,1,1,"The answer correctly identifies the inverse relationship between mass and acceleration when force is held constant, which is a core component of the MS-PS2-2 standard.","The answer correctly applies Newton’s second law, explaining that equal force on a smaller mass produces greater acceleration, so the empty cart speeds up faster.","The answer correctly identifies that the empty cart accelerates more due to its lower mass, consistent with F=ma.",1,0
MS-PS2-050,MS-PS2,MS-PS2-2,applied,A small child and a large adult sit on identical playground swings and someone gives each swing one identical push. Who swings with greater acceleration?,The small child swings with greater acceleration because the child has less mass. The same force applied to a smaller mass produces a larger acceleration.,claude-4.6-sonnet-thinking,7.69,1,1,1,"The answer correctly applies Newton's Second Law to explain that with a constant force, the object with smaller mass will have a larger acceleration.","The answer correctly states that, with equal force, the smaller mass (child) experiences greater acceleration, directly addressing the relationship between force, mass, and motion change.","The answer correctly explains that, with equal applied force, the smaller mass (child) experiences greater acceleration, fully addressing the question.",1,0
MS-PS2-052,MS-PS2,MS-PS2-2,applied,A skateboarder coasts along a flat sidewalk and gradually slows to a stop even without braking. What forces are acting on the skateboarder to change their motion?,"Friction between the wheels and the ground, and air resistance, are acting against the skateboarder's motion. These forces create a net backward force that decelerates the skateboarder until they stop.",claude-4.6-sonnet-thinking,8.03,1,1,1,"The answer correctly identifies the unbalanced forces (friction and air resistance) and explains how their sum creates a net force that changes the skateboarder's motion, which aligns with the core concept of the standard.","The answer correctly identifies the forces opposing motion (rolling friction and air resistance) that create a net backward force, which explains the skateboarder's deceleration and aligns with the standard's emphasis on net force affecting motion.","The answer correctly identifies friction and air resistance as the forces that decelerate the skateboarder, providing a suitable explanation for the motion change.",1,0
MS-PS2-053,MS-PS2,MS-PS2-3,applied,"If you move two magnets farther apart, what happens to the force between them?","The magnetic force gets weaker. The farther apart two magnets are, the less strongly they attract or repel each other.",claude-4.6-sonnet-thinking,5.88,1,1,1,"The answer accurately describes the inverse relationship between distance and magnetic force strength, which is a core concept for this standard.","The answer correctly states that magnetic force decreases with increasing distance, which directly addresses the factor affecting magnetic force strength as required by the standard.","The answer correctly states that increasing distance reduces magnetic force, fully addressing the question.",1,0
MS-PS2-054,MS-PS2,MS-PS2-3,applied,"A refrigerator magnet barely holds up one sheet of paper. If you stack ten sheets of paper between the magnet and the fridge, will it still hold?","The magnet will likely fall off because increasing the distance between the magnet and the fridge weakens the magnetic force, making it too weak to support the paper.",claude-4.6-sonnet-thinking,5.85,1,1,1,"The answer accurately identifies that increasing distance decreases the strength of the magnetic force, which is a key factor required by the MS-PS2-3 standard.","The answer correctly identifies that increasing the distance (by adding paper) weakens the magnetic force, making it insufficient to hold the added weight, which aligns with the standard’s focus on factors affecting magnetic force strength.","The answer correctly explains that increased distance weakens the magnetic force, so the magnet likely will not hold the ten sheets.",1,0
MS-PS2-055,MS-PS2,MS-PS2-3,applied,"Two bar magnets are attracting each other. If you replace one bar magnet with a much stronger magnet, what happens to the force between them?","The force between them increases. Using a stronger magnet means a stronger magnetic field, which creates a greater attractive force.",claude-4.6-sonnet-thinking,5.8,1,1,1,"The answer correctly identifies that increasing the strength of one magnet increases the magnetic force, which accurately addresses a key factor affecting force strength as required by MS-PS2-3.","The answer correctly states that replacing a magnet with a stronger one increases the magnetic force, which aligns with the standard's focus on factors affecting magnetic force strength.","The answer correctly states that replacing one magnet with a stronger one increases the magnetic attraction, aligning with the expected explanation of the factor affecting force.",1,0
MS-PS2-056,MS-PS2,MS-PS2-3,applied,"A compass is sitting near a wire carrying electric current. If the current in the wire is increased, what do you predict happens to the compass needle?","The compass needle deflects more because a higher current produces a stronger magnetic field around the wire, exerting a greater force on the needle.",claude-4.6-sonnet-thinking,8.03,1,1,1,"The answer correctly identifies that increasing current increases the magnetic field strength and the resulting force on the compass needle, which aligns with the MS-PS2-3 standard regarding factors affecting force strength.","The answer correctly states that increasing current strengthens the magnetic field around the wire, causing greater compass needle deflection, which addresses the factor affecting magnetic force strength.","The answer correctly predicts increased deflection due to a stronger magnetic field from higher current, addressing the factor affecting magnetic force.",1,0
MS-PS2-057,MS-PS2,MS-PS2-3,applied,"An electric doorbell uses an electromagnet to make the bell ring. If the wire in the electromagnet breaks so only half the coils are connected, what happens to the sound of the bell?","The bell will ring more weakly or may not ring at all, because fewer coils means a weaker magnetic field, producing less force to strike the bell.",claude-4.6-sonnet-thinking,8.72,1,1,1,The answer correctly identifies that the number of coils is a factor in electromagnetic strength and accurately predicts that reducing coils weakens the resulting magnetic force.,"The answer correctly explains that halving the coils weakens the electromagnet’s magnetic field, reducing the force that strikes the bell and thus making the sound weaker or silent.","The answer correctly explains that halving the coil turns weakens the magnetic field, reducing the force and making the bell sound quieter or possibly not ring, which fully addresses the question.",1,0
MS-PS2-058,MS-PS2,MS-PS2-4,applied,"If you drop a bowling ball and a tennis ball from the same height at the same time, which one hits the ground first?","They hit the ground at the same time. Gravity accelerates all objects equally regardless of their mass, so both balls fall at the same rate (ignoring air resistance).",claude-4.6-sonnet-thinking,6.55,1,1,1,"The answer accurately states that objects fall at the same rate regardless of mass in the absence of air resistance, which correctly addresses the question and aligns with middle school physics concepts related to gravity.","The answer correctly states that both balls hit the ground simultaneously because gravitational acceleration is independent of mass (ignoring air resistance), supporting the claim that gravitational interactions are attractive and depend on mass.","The answer correctly states that, ignoring air resistance, both objects fall at the same rate and reach the ground simultaneously, providing an appropriate argument about gravitational acceleration being independent of mass.",1,0
MS-PS2-059,MS-PS2,MS-PS2-4,applied,"If Earth suddenly doubled in mass but stayed the same size, what would happen to how strongly it pulls you toward the ground?",The gravitational pull on you would be twice as strong because gravity depends on the masses of the interacting objects. A more massive Earth exerts a greater attractive force.,claude-4.6-sonnet-thinking,8.26,1,1,1,"The answer correctly applies the principle that gravitational force is directly proportional to mass, accurately stating that doubling the Earth's mass would double the gravitational pull.","The answer correctly states that doubling Earth's mass doubles the gravitational force on a person, aligning with the standard's focus on gravitational attraction depending on mass.","The answer correctly states that surface gravity would double, showing understanding that gravitational force depends on mass.",1,0
MS-PS2-061,MS-PS2,MS-PS2-4,applied,Imagine you are holding a baseball and a marble. Both are attracted to Earth by gravity—why does Earth pull harder on the baseball than on the marble?,"The baseball has more mass than the marble, and gravitational force depends on the masses of the interacting objects. Because the baseball's mass is greater, Earth exerts a stronger gravitational pull on it.",claude-4.6-sonnet-thinking,7.16,1,1,1,"The answer accurately explains that gravitational force increases with mass, directly addressing the core requirement of the MS-PS2-4 standard regarding the dependence of gravity on the masses of interacting objects.","The answer correctly explains that gravitational force depends on the masses of the objects, and since the baseball has more mass than the marble, Earth exerts a stronger pull on it, fulfilling the standard.","The answer correctly attributes the stronger pull to the baseball’s greater mass, reflecting that gravitational force depends on the interacting masses.",1,0
MS-PS2-062,MS-PS2,MS-PS2-5,applied,"If you rub a balloon on your hair and hold it near small pieces of paper without touching them, what will happen and why?",The pieces of paper will be attracted to the balloon and may stick to it. The charged balloon creates an electric field that exerts a force on the paper even though they are not in contact.,claude-4.6-sonnet-thinking,8.52,1,1,1,"The answer accurately describes the observable phenomenon and correctly attributes it to an electric field exerting a non-contact force, which directly aligns with MS-PS2-5.","The answer correctly describes the electrostatic attraction via an electric field, demonstrating a non‑contact force as required by the standard.","The answer correctly describes that the paper is attracted to the charged balloon and explains it by the balloon's electric field exerting a force without contact, fulfilling the standard.",1,0
MS-PS2-063,MS-PS2,MS-PS2-5,applied,A refrigerator magnet holds a note to the fridge door without glue or tape. How is the magnet able to hold the paper in place without actually being attached to it?,"The magnet's magnetic field reaches through the air and into the metal door, creating an attractive force that holds everything in place without any direct connection between them.",claude-4.6-sonnet-thinking,7.96,1,1,1,"The answer accurately explains that a magnetic field allows for a non-contact attractive force, which directly addresses the mechanism required by the standard.","The answer correctly explains that the magnet's magnetic field acts through the air to attract the fridge door, demonstrating a non‑contact force as required by the standard.","The answer correctly explains that the magnet’s invisible magnetic field exerts an attractive force through the air onto the metal door, allowing it to hold the paper without direct contact.",1,0
MS-PS2-064,MS-PS2,MS-PS2-5,applied,You put two bar magnets on a frictionless surface with opposite poles facing each other and release them from a short distance apart. What will they do before they even touch each other?,"They will begin accelerating toward each other before making contact, because the magnetic field of each magnet exerts an attractive force on the other through the space between them.",claude-4.6-sonnet-thinking,7.65,1,1,1,"The answer correctly identifies that the magnets will accelerate toward each other due to the attractive force exerted by their magnetic fields acting through space, which directly addresses the standard's focus on non-contact forces.","The answer correctly states that the magnets will accelerate toward each other due to magnetic forces acting at a distance, which directly demonstrates the existence of a field between them as required by the standard.","The answer correctly states that the magnets accelerate toward each other due to magnetic attraction, demonstrating a force acting through the field before contact.",1,0
MS-PS3-001,MS-PS3,MS-PS3-1,recall,What unit is used to measure kinetic energy?,Kinetic energy is measured in joules (J).,claude-4.6-sonnet-thinking,8.18,1,1,1,"The answer correctly identifies the joule as the standard unit of measurement for kinetic energy, which is a necessary component for interpreting and graphing energy data.","Kinetic energy is indeed measured in joules (J), which directly answers the question about its unit.","The answer correctly identifies joules (J) as the unit for kinetic energy, fully addressing the question.",1,0
MS-PS3-002,MS-PS3,MS-PS3-1,recall,What does it mean when we say kinetic energy is proportional to mass?,"It means that if the mass of an object doubles (and speed stays the same), the kinetic energy also doubles. The relationship between kinetic energy and mass is a direct, linear relationship.",claude-4.6-sonnet-thinking,7.63,1,1,1,"The answer accurately describes the direct, linear relationship between mass and kinetic energy as required by the MS-PS3-1 standard.","The answer correctly describes that kinetic energy is directly proportional to mass when speed is constant, which matches the standard's requirement to interpret the mass‑KE relationship.","The answer correctly explains that kinetic energy varies directly with mass (doubling mass doubles KE at constant speed), which fully addresses the meaning of proportionality.",1,0
MS-PS3-003,MS-PS3,MS-PS3-1,recall,What is 'mass' in the context of kinetic energy?,"Mass is the amount of matter in an object, typically measured in kilograms (kg). In the kinetic energy formula, greater mass means greater kinetic energy when speed stays the same.",claude-4.6-sonnet-thinking,6.28,1,1,1,The answer correctly defines mass and accurately describes its proportional relationship to kinetic energy as required by the MS-PS3-1 standard.,"The answer correctly defines mass, gives its unit, and explains its direct proportional relationship to kinetic energy when speed is constant, which fully addresses the question for the standard.","The answer correctly defines mass and explains its role in kinetic energy, meeting the standard's expectations.",1,0
MS-PS3-004,MS-PS3,MS-PS3-2,recall,"If a roller coaster car is at the top of a hill, what kind of energy does it mainly have?","At the top of a hill, the roller coaster car mainly has gravitational potential energy because of its height above the ground.",claude-4.6-sonnet-thinking,6.96,1,1,1,"The answer correctly identifies gravitational potential energy and attributes it to the object's height, which aligns with the standard's focus on the arrangement of objects and stored energy.","The answer correctly states that the roller coaster car mainly has gravitational potential energy due to its height, which matches the standard's concept of stored potential energy from changed object arrangement.",The answer correctly identifies gravitational potential energy as the primary form of energy at the top of the hill and explains why.,1,0
MS-PS3-005,MS-PS3,MS-PS3-3,recall,What is thermal energy?,Thermal energy is the total kinetic energy of all the particles in an object due to their random motion. Objects with higher temperatures have particles that move faster and therefore have more thermal energy.,claude-4.6-sonnet-thinking,6.62,1,1,1,"The answer provides a scientifically accurate definition of thermal energy suitable for the middle school level by correctly linking particle motion, kinetic energy, and temperature.","The answer correctly defines thermal energy as the total kinetic energy of particles due to random motion and relates it to temperature, which is appropriate for middle‑school understanding.","The answer correctly defines thermal energy as the total kinetic energy of particles in random motion and links it to temperature, meeting the question's expectations.",1,0
MS-PS3-006,MS-PS3,MS-PS3-3,recall,What is conduction?,Conduction is the transfer of thermal energy between objects or particles that are in direct contact with each other. It occurs when faster-moving particles collide with slower-moving particles and transfer energy to them.,claude-4.6-sonnet-thinking,5.25,1,1,1,"The answer accurately defines conduction and its mechanism of particle collision, providing the necessary conceptual foundation for the MS-PS3-3 standard.","The answer accurately defines conduction as thermal energy transfer through direct contact and particle collisions, which is correct and sufficiently complete for a middle‑school science benchmark.","The answer correctly defines conduction as direct-contact thermal energy transfer via particle collisions, which sufficiently answers the question.",1,0
MS-PS3-007,MS-PS3,MS-PS3-3,recall,What is convection?,"Convection is the transfer of thermal energy through the movement of a fluid (liquid or gas). Warmer, less dense fluid rises while cooler, denser fluid sinks, creating a circulating current.",claude-4.6-sonnet-thinking,5.25,1,1,1,"The answer provides a scientifically accurate and complete definition of convection, including the role of fluid movement and density differences, which is essential for understanding thermal energy transfer under this standard.","The answer accurately defines convection as thermal energy transfer via fluid movement and explains the rising and sinking process, which is sufficient for a middle‑school level.","The answer accurately defines convection as heat transfer through fluid motion with warm fluid rising and cool fluid sinking, matching the concept required.",1,0
